Size,Floor,TotalFloors,CentralHeating,District,Year,Type,BuildingType,Price
135,2,9,Лок.отопл.,"град София, Манастирски ливади",2020,4-СТАЕН,Тухла,156000
135,5,5,,"град София, Малинова долина",2018,4-СТАЕН,Тухла,119700
135,5,7,,"град София, Зона Б-19",2021,4-СТАЕН,Тухла,162500
135,2,12,ДА,"град София, Зона Б-18",1988,4-СТАЕН,ЕПК,119900
135,3,6,,"град София, Драгалевци",2020,4-СТАЕН,Тухла,154500
135,2,3,,"град София, Витоша",2012,4-СТАЕН,Тухла,169000
135,5,6,,"град София, Бъкстон",2020,4-СТАЕН,Тухла,135000
135,6,6,НЕ,"град София, Център",2007,3-СТАЕН,Тухла,235000
135,2,8,ДА,"град София, Център",1960,3-СТАЕН,Тухла,209999
135,4,7,ДА,"град София, Стрелбище",2021,3-СТАЕН,Тухла,197946
135,2,3,НЕ,"град София, Симеоново",2020,3-СТАЕН,Тухла,178000
135,2,7,Лок.отопл.,"град София, Редута",2021,3-СТАЕН,Тухла,125000
135,2,6,,"град София, Овча купел",2008,3-СТАЕН,Тухла,144900
135,6,8,,"град София, Овча купел",2020,3-СТАЕН,Тухла,121383
135,3,5,ДА,"град София, Манастирски ливади",2009,3-СТАЕН,Тухла,159999
135,4,5,,"град София, Манастирски ливади",2016,3-СТАЕН,Тухла,154000
135,3,5,,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,140900
135,4,4,,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,135000
135,1,9,,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,130600
135,2,6,Лок.отопл.,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,127000
135,5,5,,"град София, Малинова долина",2021,3-СТАЕН,Тухла,94990
135,4,5,,"град София, Люлин 9",2021,3-СТАЕН,Тухла,114970
135,2,7,ДА,"град София, Лозенец",2019,3-СТАЕН,Тухла,215397
135,2,5,,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,179388
135,1,6,НЕ,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,155370
135,1,6,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,155370
135,3,6,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,144900
135,3,6,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,144890
135,4,4,,"град София, Карпузица",2020,3-СТАЕН,Тухла,130000
135,2,12,ДА,"град София, Зона Б-18",1985,3-СТАЕН,ЕПК,119900
135,4,6,,"град София, Захарна фабрика",2007,3-СТАЕН,Тухла,135000
135,3,8,ДА,"град София, Докторски паметник",1930,3-СТАЕН,Тухла,319000
135,3,7,,"град София, Дианабад",2019,3-СТАЕН,Тухла,195700
135,3,6,,"град София, Дианабад",2003,3-СТАЕН,Тухла,159000
135,1,5,Лок.отопл.,"град София, Горубляне",2019,3-СТАЕН,Тухла,114750
135,1,10,ДА,"град София, Витоша",1996,3-СТАЕН,ЕПК,168000
135,2,8,,"град София, Витоша",2020,3-СТАЕН,Тухла,165000
135,4,4,,"град София, Витоша",2010,3-СТАЕН,Тухла,155000
135,3,5,ДА,"град София, Бъкстон",2009,3-СТАЕН,Тухла,159999
135,2,3,,"град София, Бояна",2018,3-СТАЕН,Тухла,150000
135,2,5,,"град София, Бояна",2015,3-СТАЕН,Тухла,149800
135,5,8,ДА,"град София, Борово",2008,3-СТАЕН,Тухла,180000
135,7,8,ДА,"град София, Борово",2020,3-СТАЕН,Тухла,121500
135,3,6,ДА,"град София, Белите брези",2020,3-СТАЕН,Тухла,162000
135,2,5,ДА,"град София, Център",1945,4-СТАЕН,Тухла,300000
135,2,8,ДА,"град София, Център",1960,4-СТАЕН,Тухла,209999
135,3,8,ДА,"град София, Младост 4",2018,4-СТАЕН,Тухла,175000
135,3,6,ДА,"град София, Манастирски ливади",2009,4-СТАЕН,Тухла,160000
135,2,6,ДА,"град София, Лозенец",2020,3-СТАЕН,Тухла,215397
135,6,8,ДА,"град София, Гео Милев",2006,3-СТАЕН,Тухла,202500
135,2,8,ДА,"град София, Център",1960,МНОГОСТАЕН,Тухла,209999
135,5,7,НЕ,"град София, Зона Б-19",2020,4-СТАЕН,Тухла,159990
135,2,5,,"град София, Бояна",2012,3-СТАЕН,Тухла,149800
134,8,9,Лок.отопл.,"град София, Център",2020,МЕЗОНЕТ,Тухла,165799
134,2,3,НЕ,"град София, с. Панчарево",2021,МЕЗОНЕТ,Тухла,135000
134,2,5,ДА,"град София, Яворов",1932,МНОГОСТАЕН,Тухла,247900
134,10,12,ДА,"град София, Разсадника",1991,МНОГОСТАЕН,ЕПК,160000
134,2,4,НЕ,"град София, Драгалевци",2021,МНОГОСТАЕН,Тухла,167575
134,2,4,,"град София, Драгалевци",2019,МНОГОСТАЕН,Тухла,149600
134,3,5,ДА,"град София, Център",1934,4-СТАЕН,ЕПК,490000
134,4,6,ДА,"град София, Център",1939,4-СТАЕН,Тухла,315000
134,3,4,НЕ,"град София, Малинова долина",2020,4-СТАЕН,Тухла,190000
134,12,14,НЕ,"град София, Дружба 2",1997,4-СТАЕН,ЕПК,174200
134,2,4,НЕ,"град София, Драгалевци",2021,4-СТАЕН,Тухла,167575
134,2,5,ДА,"град София, Докторски паметник",1932,4-СТАЕН,Тухла,247900
134,6,6,,"град София, Витоша",2009,4-СТАЕН,Тухла,199000
134,4,4,ДА,"град София, Бояна",2020,4-СТАЕН,Тухла,174460
134,3,4,Прокарва се,"град София, Бояна",2018,4-СТАЕН,Тухла,145800
134,4,5,,"град София, Симеоново",2020,3-СТАЕН,Тухла,122986
134,3,12,ДА,"град София, Света Троица",2020,3-СТАЕН,Тухла,118990
134,1,4,ДА,"град София, Редута",2008,3-СТАЕН,Тухла,208000
134,6,6,ДА,"град София, Оборище",2022,3-СТАЕН,Тухла,207700
134,5,5,ДА,"град София, Младост 2",2020,3-СТАЕН,Тухла,129000
134,2,16,НЕ,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,187180
134,7,9,ДА,"град София, Манастирски ливади",2017,3-СТАЕН,Тухла,165000
134,6,6,Лок.отопл.,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,125000
134,2,8,НЕ,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,112232
134,10,10,НЕ,"град София, Люлин 2",2011,3-СТАЕН,Тухла,104749
134,3,10,,"град София, Лозенец",2020,3-СТАЕН,Тухла,197500
134,5,8,,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,172863
134,5,8,,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,172863
134,1,6,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,144900
134,4,6,ДА,"град София, Зона Б-19",2020,3-СТАЕН,Тухла,160800
134,2,3,,"град София, Драгалевци",2020,3-СТАЕН,Тухла,213000
134,4,4,НЕ,"град София, Драгалевци",2020,3-СТАЕН,Тухла,134200
134,3,7,ДА,"град София, Дианабад",2020,3-СТАЕН,Тухла,195721
134,2,7,ДА,"град София, Дианабад",2020,3-СТАЕН,Тухла,182196
134,1,7,НЕ,"град София, Витоша",2020,3-СТАЕН,Тухла,160000
134,3,5,НЕ,"град София, Манастирски ливади",2018,2-СТАЕН,Тухла,125950
134,5,6,НЕ,"град София, Манастирски ливади",2019,4-СТАЕН,Тухла,135000
133,4,4,,"град София, Хладилника",1998,МЕЗОНЕТ,Тухла,260950
133,2,7,ДА,"град София, Лагера",2021,МЕЗОНЕТ,Тухла,157000
133,4,6,ДА,"град София, Център",1933,МНОГОСТАЕН,Тухла,239000
133,14,14,ДА,"град София, Овча купел 2",1991,МНОГОСТАЕН,Тухла,106000
133,3,4,ДА,"град София, Център",1925,4-СТАЕН,Тухла,310000
133,3,4,,"град София, Център",1925,4-СТАЕН,Тухла,310000
133,4,5,ДА,"град София, Център",1928,4-СТАЕН,Тухла,310000
133,3,4,ДА,"град София, Център",1925,4-СТАЕН,Тухла,310000
133,3,4,ДА,"град София, Център",1925,4-СТАЕН,Тухла,310000
133,4,6,ДА,"град София, Център",1939,4-СТАЕН,Тухла,239000
133,6,8,,"град София, Студентски град",2013,4-СТАЕН,Тухла,149999
133,6,9,ДА,"град София, Павлово",2020,4-СТАЕН,Тухла,164400
133,6,9,,"град София, Бъкстон",2020,4-СТАЕН,Тухла,165000
133,6,9,ДА,"град София, Бъкстон",2019,4-СТАЕН,Тухла,165000
133,6,9,ДА,"град София, Бъкстон",2020,4-СТАЕН,Тухла,163500
133,8,8,ДА,"град София, Борово",2020,4-СТАЕН,Тухла,210000
133,8,8,ДА,"град София, Борово",2020,4-СТАЕН,Тухла,210000
133,4,6,ДА,"град София, Център",1933,3-СТАЕН,Тухла,239000
133,2,7,ДА,"град София, Център",2020,3-СТАЕН,Тухла,133000
133,1,6,НЕ,"град София, Хаджи Димитър",2022,3-СТАЕН,Тухла,126692
133,5,6,,"град София, Студентски град",2010,3-СТАЕН,Тухла,106000
133,5,6,,"град София, Студентски град",2010,3-СТАЕН,Тухла,105999
133,2,6,,"град София, Надежда 2",2019,3-СТАЕН,Тухла,122000
133,3,9,,"град София, Младост 4",2020,3-СТАЕН,Тухла,156243
133,4,9,Лок.отопл.,"град София, Младост 4",2019,3-СТАЕН,Тухла,156243
133,3,6,НЕ,"град София, Манастирски ливади",2009,3-СТАЕН,Тухла,170000
133,1,16,НЕ,"град София, Манастирски ливади",2017,3-СТАЕН,Тухла,160000
133,6,8,НЕ,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,143894
133,3,8,НЕ,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,129116
133,6,6,Лок.отопл.,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,125000
133,6,6,НЕ,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,125000
133,6,6,,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,125000
133,6,6,Лок.отопл.,"град София, Манастирски ливади",2010,3-СТАЕН,Тухла,125000
133,4,6,,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,123550
133,3,6,ДА,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,119500
133,1,5,Лок.отопл.,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,102500
133,6,8,,"град София, Малинова долина",2013,3-СТАЕН,Тухла,149999
133,4,4,Лок.отопл.,"град София, Малинова долина",2018,3-СТАЕН,Тухла,98900
133,4,7,ДА,"град София, Лозенец",2019,3-СТАЕН,Тухла,478000
133,7,8,ДА,"град София, Лозенец",1983,3-СТАЕН,Тухла,259000
133,3,6,,"град София, Лозенец",2012,3-СТАЕН,Тухла,250000
133,5,5,ДА,"град София, Лозенец",2020,3-СТАЕН,Тухла,200000
133,5,5,ДА,"град София, Лозенец",2019,3-СТАЕН,Тухла,200000
133,5,6,ДА,"град София, Лозенец",2020,3-СТАЕН,Тухла,200000
133,5,5,ДА,"град София, Лозенец",2019,3-СТАЕН,Тухла,200000
133,7,7,,"град София, Лозенец",2020,3-СТАЕН,Тухла,200000
133,6,6,ДА,"град София, Лозенец",2020,3-СТАЕН,Тухла,199900
133,5,5,ДА,"град София, Лозенец",2019,3-СТАЕН,Тухла,199590
133,5,5,ДА,"град София, Лозенец",2020,3-СТАЕН,Тухла,199590
133,6,6,ДА,"град София, Лозенец",2020,3-СТАЕН,Тухла,199590
133,5,5,ДА,"град София, Лозенец",2019,3-СТАЕН,Тухла,199590
133,5,5,ДА,"град София, Лозенец",2019,3-СТАЕН,Тухла,199500
133,5,5,,"град София, Лозенец",2019,3-СТАЕН,Тухла,199500
133,5,5,ДА,"град София, Лозенец",2019,3-СТАЕН,Тухла,199497
133,5,6,ДА,"град София, Лозенец",2019,3-СТАЕН,Тухла,199000
133,4,4,Лок.отопл.,"град София, Кръстова вада",2008,3-СТАЕН,Тухла,200100
133,5,5,НЕ,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,184900
133,2,11,НЕ,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,167000
133,2,6,НЕ,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,159600
133,2,3,НЕ,"град София, Драгалевци",2021,3-СТАЕН,Тухла,213000
133,2,3,НЕ,"град София, Драгалевци",2021,3-СТАЕН,Тухла,213000
133,2,4,,"град София, Драгалевци",2021,3-СТАЕН,Тухла,177500
133,2,3,НЕ,"град София, Драгалевци",2021,3-СТАЕН,Тухла,177500
133,4,10,ДА,"град София, Дианабад",2021,3-СТАЕН,Тухла,176198
133,3,3,,"град София, Бояна",2013,3-СТАЕН,Тухла,180000
133,3,7,ДА,"град София, Белите брези",2020,3-СТАЕН,Тухла,149000
133,4,7,ДА,"град София, Белите брези",2020,3-СТАЕН,Тухла,149000
133,4,4,Лок.отопл.,"град София, Симеоново",2020,2-СТАЕН,Тухла,136000
133,4,5,,"град София, Кръстова вада",2019,4-СТАЕН,Тухла,206000
133,4,6,,"град София, Овча купел",2018,3-СТАЕН,Тухла,119900
133,6,6,НЕ,"град София, Овча купел",2021,3-СТАЕН,Тухла,101399
133,3,16,ДА,"град София, Оборище",2021,3-СТАЕН,Тухла,207340
133,3,6,ДА,"град София, Надежда 2",2019,3-СТАЕН,Тухла,117000
133,2,4,Лок.отопл.,"град София, Манастирски ливади",2007,3-СТАЕН,Тухла,154500
133,5,6,,"град София, Витоша",2010,3-СТАЕН,Тухла,105999
133,2,6,ДА,"град София, Младост 2",2017,3-СТАЕН,Тухла,219990
133,5,5,НЕ,"град София, Манастирски ливади",2016,3-СТАЕН,Тухла,219000
132,4,4,,"град София, Карпузица",2002,МЕЗОНЕТ,Тухла,128000
132,5,6,НЕ,"град София, Овча купел 1",2020,МНОГОСТАЕН,Тухла,129585
132,4,6,,"град София, Овча купел",2021,МНОГОСТАЕН,Тухла,162752
132,6,6,НЕ,"град София, Триъгълника",2020,4-СТАЕН,Тухла,114840
132,2,5,ДА,"град София, Лозенец",1986,4-СТАЕН,Тухла,205000
132,6,10,Лок.отопл.,"град София, Красно село",1996,4-СТАЕН,ЕПК,179990
132,5,17,,"град София, Изток",2023,4-СТАЕН,Тухла,136300
132,3,5,,"град София, Горубляне",2022,4-СТАЕН,Тухла,132000
132,3,5,,"град София, Горубляне",2022,4-СТАЕН,Тухла,132000
132,2,5,,"град София, Витоша",1999,4-СТАЕН,Тухла,165000
132,3,5,Лок.отопл.,"град София, Витоша",2010,4-СТАЕН,Тухла,123000
132,5,5,Лок.отопл.,"град София, Хаджи Димитър",2021,3-СТАЕН,Тухла,146510
132,5,5,НЕ,"град София, Хаджи Димитър",2020,3-СТАЕН,Тухла,146510
132,5,5,,"град София, Хаджи Димитър",2020,3-СТАЕН,Тухла,146510
132,11,13,ДА,"град София, Света Троица",2020,3-СТАЕН,Тухла,127000
132,8,13,ДА,"град София, Света Троица",2020,3-СТАЕН,Тухла,125000
132,6,13,ДА,"град София, Света Троица",2020,3-СТАЕН,Тухла,125000
132,5,12,ДА,"град София, Света Троица",2020,3-СТАЕН,Тухла,125000
132,4,12,ДА,"град София, Света Троица",2020,3-СТАЕН,Тухла,119000
132,4,13,ДА,"град София, Света Троица",2020,3-СТАЕН,Тухла,119000
132,5,13,ДА,"град София, Света Троица",2020,3-СТАЕН,Тухла,119000
132,4,12,ДА,"град София, Света Троица",2020,3-СТАЕН,Тухла,119000
132,7,8,,"град София, Оборище",2014,3-СТАЕН,Тухла,171600
132,6,9,ДА,"град София, Оборище",2014,3-СТАЕН,Тухла,158700
132,7,9,ДА,"град София, Оборище",2014,3-СТАЕН,Тухла,158700
132,2,2,ДА,"град София, Младост 4",2016,3-СТАЕН,Тухла,237900
132,2,6,НЕ,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,165000
132,3,6,НЕ,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,150000
132,4,8,НЕ,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,138550
132,4,6,Лок.отопл.,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,129000
132,7,7,ДА,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,107604
132,7,8,НЕ,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,107034
132,5,5,,"град София, Малинова долина",2019,3-СТАЕН,Тухла,119800
132,5,5,ДА,"град София, Малинова долина",2020,3-СТАЕН,Тухла,119800
132,5,5,,"град София, Малинова долина",2020,3-СТАЕН,Тухла,119800
132,5,5,,"град София, Малинова долина",2020,3-СТАЕН,Тухла,119800
132,5,5,,"град София, Малинова долина",2020,3-СТАЕН,Тухла,119600
132,4,4,,"град София, Малинова долина",2020,3-СТАЕН,Тухла,98990
132,7,8,НЕ,"град София, Люлин 3",2020,3-СТАЕН,Тухла,104097
132,6,8,НЕ,"град София, Люлин 3",2021,3-СТАЕН,Тухла,104097
132,5,6,Лок.отопл.,"град София, Лозенец",2007,3-СТАЕН,Тухла,330000
132,2,6,,"град София, Лозенец",2010,3-СТАЕН,Тухла,190000
132,4,6,НЕ,"град София, Кръстова вада",2008,3-СТАЕН,Тухла,237600
132,5,5,,"град София, Кръстова вада",2016,3-СТАЕН,Тухла,145000
132,4,10,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,108000
132,6,10,Лок.отопл.,"град София, Красно село",1996,3-СТАЕН,ЕПК,179990
132,4,10,ДА,"град София, Дианабад",2021,3-СТАЕН,Тухла,186773
132,3,8,,"град София, Дианабад",2021,3-СТАЕН,Тухла,169037
132,6,7,ДА,"град София, Връбница 2",2019,3-СТАЕН,Тухла,99900
132,2,5,НЕ,"град София, Витоша",2008,3-СТАЕН,Тухла,153500
132,3,3,,"град София, в.з.Американски колеж",2021,3-СТАЕН,Тухла,197430
132,1,6,Лок.отопл.,"град София, Бъкстон",2020,3-СТАЕН,Тухла,102681
132,2,4,НЕ,"град София, Бояна",2020,3-СТАЕН,Тухла,161929
132,2,4,НЕ,"град София, Бояна",2020,3-СТАЕН,Тухла,161929
132,2,4,,"град София, Бояна",2020,3-СТАЕН,Тухла,161929
132,2,4,,"град София, Бояна",2020,3-СТАЕН,Тухла,161929
132,1,7,ДА,"град София, Борово",2005,3-СТАЕН,Тухла,180000
132,6,10,Лок.отопл.,"град София, Борово",1996,3-СТАЕН,ЕПК,179990
132,6,7,ДА,"град София, Борово",2021,3-СТАЕН,Тухла,154910
132,1,6,Лок.отопл.,"град София, Борово",2020,3-СТАЕН,Тухла,102681
132,3,9,Прокарва се,"град София, Павлово",2021,2-СТАЕН,Тухла,87960
132,5,6,ДА,"град София, Лозенец",2019,2-СТАЕН,Тухла,264000
132,6,6,Лок.отопл.,"град София, Карпузица",2011,2-СТАЕН,Тухла,125000
132,6,10,Лок.отопл.,"град София, Борово",1996,4-СТАЕН,ЕПК,179990
132,7,8,ДА,"град София, Център",2019,3-СТАЕН,Тухла,198000
132,4,6,,"град София, Хладилника",2010,3-СТАЕН,Тухла,235000
132,1,6,ДА,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,102681
132,3,4,НЕ,"град София, Малинова долина",2020,3-СТАЕН,Тухла,220000
132,5,6,,"град София, Лозенец",2021,3-СТАЕН,Тухла,145040
131,4,5,,"град София, Център",2004,МНОГОСТАЕН,Тухла,255800
131,3,3,НЕ,"град София, Център",1932,МНОГОСТАЕН,Тухла,240000
131,4,5,ДА,"град София, Център",2004,4-СТАЕН,Тухла,262000
131,4,5,ДА,"град София, Център",2004,4-СТАЕН,Тухла,262000
131,4,6,ДА,"град София, Център",2004,4-СТАЕН,Тухла,262000
131,4,5,НЕ,"град София, Център",2004,4-СТАЕН,Тухла,262000
131,4,5,ДА,"град София, Център",2004,4-СТАЕН,Тухла,262000
131,4,5,ДА,"град София, Център",2004,4-СТАЕН,Тухла,261670
131,4,4,,"град София, Център",1932,4-СТАЕН,Тухла,240000
131,3,9,НЕ,"град София, Манастирски ливади",2019,4-СТАЕН,Тухла,163713
131,1,8,,"град София, Манастирски ливади",2020,4-СТАЕН,Тухла,137500
131,1,8,,"град София, Манастирски ливади",2019,4-СТАЕН,Тухла,130600
131,4,8,НЕ,"град София, Люлин 5",2022,4-СТАЕН,Тухла,99704
131,3,4,ДА,"град София, Витоша",2020,4-СТАЕН,Тухла,170300
131,2,9,,"град София, Бъкстон",2020,4-СТАЕН,Тухла,143600
131,1,8,,"град София, Борово",2019,4-СТАЕН,Тухла,130600
131,5,5,НЕ,"град София, Хаджи Димитър",2020,3-СТАЕН,Тухла,146510
131,5,5,НЕ,"град София, Хаджи Димитър",2018,3-СТАЕН,Тухла,146510
131,7,7,ДА,"град София, Студентски град",2021,3-СТАЕН,Тухла,137445
131,7,8,,"град София, Студентски град",2019,3-СТАЕН,Тухла,100500
131,4,6,Лок.отопл.,"град София, Стрелбище",2000,3-СТАЕН,Тухла,220000
131,2,6,ДА,"град София, Стрелбище",2019,3-СТАЕН,Тухла,161600
131,2,4,,"град София, Симеоново",2020,3-СТАЕН,Тухла,179833
131,5,5,ДА,"град София, Сердика",2019,3-СТАЕН,Тухла,175000
131,8,8,,"град София, Овча купел 2",2011,3-СТАЕН,Тухла,102000
131,8,8,,"град София, Овча купел 2",2011,3-СТАЕН,Тухла,101979
131,8,8,ДА,"град София, Овча купел 2",2012,3-СТАЕН,Тухла,101979
131,8,8,,"град София, Овча купел 2",2011,3-СТАЕН,Тухла,101729
131,2,8,ДА,"град София, Овча купел 2",2012,3-СТАЕН,Тухла,101729
131,8,8,ДА,"град София, Овча купел 2",2006,3-СТАЕН,Тухла,101700
131,6,6,НЕ,"град София, Овча купел 1",2021,3-СТАЕН,Тухла,101224
131,1,4,,"град София, Овча купел",2017,3-СТАЕН,Тухла,128000
131,3,5,,"град София, Овча купел",2017,3-СТАЕН,Тухла,127000
131,2,9,,"град София, Младост 4",2021,3-СТАЕН,Тухла,150685
131,1,9,ДА,"град София, Младост 4",2011,3-СТАЕН,Тухла,145000
131,5,6,ДА,"град София, Медицинска академия",2019,3-СТАЕН,Тухла,247900
131,1,5,Лок.отопл.,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,175000
131,3,6,НЕ,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,156600
131,2,6,,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,155400
131,1,7,НЕ,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,100907
131,1,6,НЕ,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,100907
131,2,7,,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,100900
131,1,5,,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,100900
131,5,5,Лок.отопл.,"град София, Малинова долина",2020,3-СТАЕН,Тухла,119800
131,6,6,,"град София, Малинова долина",2020,3-СТАЕН,Тухла,118900
131,6,6,НЕ,"град София, Малинова долина",2020,3-СТАЕН,Тухла,118899
131,8,9,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,170000
131,4,10,Лок.отопл.,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,108000
131,2,6,,"град София, Красно село",1998,3-СТАЕН,Тухла,143920
131,3,5,,"град София, Карпузица",2017,3-СТАЕН,Тухла,127000
131,3,4,НЕ,"град София, Драгалевци",2020,3-СТАЕН,Тухла,174500
131,5,7,ДА,"град София, Дианабад",2020,3-СТАЕН,Тухла,184380
131,2,5,ДА,"град София, Гео Милев",1992,3-СТАЕН,Тухла,240000
131,2,5,ДА,"град София, Гео Милев",1993,3-СТАЕН,Тухла,239990
131,2,4,,"град София, Витоша",2020,3-СТАЕН,Тухла,144000
131,1,6,НЕ,"град София, Витоша",2019,3-СТАЕН,Тухла,95000
131,3,8,Лок.отопл.,"град София, Бъкстон",2019,3-СТАЕН,Тухла,130000
131,1,4,НЕ,"град София, Бояна",2021,3-СТАЕН,Тухла,176864
131,2,4,НЕ,"град София, Бояна",2020,3-СТАЕН,Тухла,161930
131,2,4,НЕ,"град София, Бояна",2020,3-СТАЕН,Тухла,161929
131,2,4,НЕ,"град София, Бояна",2020,3-СТАЕН,Тухла,161900
131,1,7,ДА,"град София, Белите брези",1999,3-СТАЕН,Тухла,152000
131,4,5,ДА,"град София, Център",2004,4-СТАЕН,Тухла,262000
131,4,6,ДА,"град София, Център",2006,4-СТАЕН,Тухла,259900
131,2,6,,"град София, Овча купел",2018,3-СТАЕН,Тухла,128000
131,4,10,ДА,"град София, Дианабад",2021,3-СТАЕН,Тухла,169052
131,3,6,,"град София, Манастирски ливади",2006,3-СТАЕН,Тухла,190000
131,2,6,,"град София, Лозенец",2019,3-СТАЕН,Тухла,157759
131,3,6,,"град София, Бъкстон",2006,3-СТАЕН,Тухла,190000
131,2,4,НЕ,"град София, Бояна",2020,3-СТАЕН,Тухла,161899
130,5,5,,"град София, Карпузица",2015,АТЕЛИЕ,Тухла,125000
130,1,5,Лок.отопл.,"град София, Овча купел",2019,МЕЗОНЕТ,Тухла,133930
130,1,4,,"град София, Овча купел",2020,МЕЗОНЕТ,Тухла,133930
130,6,7,,"град София, Красно село",2020,МЕЗОНЕТ,Тухла,143060
130,2,5,ДА,"град София, Център",1950,МНОГОСТАЕН,Тухла,319999
130,3,5,,"град София, Център",1940,МНОГОСТАЕН,Тухла,260000
130,1,5,ДА,"град София, Люлин 6",2008,МНОГОСТАЕН,Тухла,115000
130,1,5,ДА,"град София, Лозенец",1986,МНОГОСТАЕН,Тухла,205000
130,5,6,НЕ,"град София, Лозенец",2000,МНОГОСТАЕН,Тухла,189000
130,1,8,ДА,"град София, Лозенец",1995,МНОГОСТАЕН,Тухла,159900
130,6,8,Лок.отопл.,"град София, Кръстова вада",2020,МНОГОСТАЕН,Тухла,142640
130,3,4,ДА,"град София, Изток",1972,МНОГОСТАЕН,Тухла,298000
130,11,13,ДА,"град София, Изток",1989,МНОГОСТАЕН,ЕПК,190000
130,1,6,ДА,"град София, Банишора",1997,МНОГОСТАЕН,Тухла,168000
130,1,2,ДА,"град София, Център",1940,4-СТАЕН,Тухла,460000
130,4,4,ДА,"град София, Център",1993,4-СТАЕН,Тухла,370000
130,2,5,,"град София, Център",1939,4-СТАЕН,Тухла,320000
130,3,5,,"град София, Център",1950,4-СТАЕН,Тухла,320000
130,2,5,ДА,"град София, Център",1950,4-СТАЕН,Тухла,319999
130,2,5,ДА,"град София, Център",1940,4-СТАЕН,Тухла,318000
130,3,7,,"град София, Стрелбище",2019,4-СТАЕН,Тухла,161720
130,2,6,,"град София, Овча купел",2014,4-СТАЕН,Тухла,97000
130,2,3,,"град София, Младост 4",2018,4-СТАЕН,Тухла,181300
130,7,9,ДА,"град София, Младост 1",1978,4-СТАЕН,Тухла,185000
130,24,25,ДА,"град София, Младост 1",1984,4-СТАЕН,ЕПК,149490
130,1,6,,"град София, Манастирски ливади",2020,4-СТАЕН,Тухла,154000
130,2,6,НЕ,"град София, Манастирски ливади",2020,4-СТАЕН,Тухла,150962
130,4,5,НЕ,"град София, Лозенец",1975,4-СТАЕН,Тухла,249000
130,1,5,ДА,"град София, Лозенец",1986,4-СТАЕН,Тухла,205000
130,2,5,ДА,"град София, Лозенец",1987,4-СТАЕН,Тухла,205000
130,6,6,,"град София, Лозенец",2016,4-СТАЕН,Тухла,199000
130,1,6,,"град София, Лозенец",1992,4-СТАЕН,Тухла,187999
130,10,17,ДА,"град София, Лозенец",1985,4-СТАЕН,ЕПК,170000
130,6,7,,"град София, Красно село",2020,4-СТАЕН,Тухла,143060
130,7,7,Лок.отопл.,"град София, Изгрев",2007,4-СТАЕН,Тухла,208000
130,5,5,ДА,"град София, Дървеница",2019,4-СТАЕН,Тухла,290000
130,5,6,,"град София, Докторски паметник",1950,4-СТАЕН,Тухла,340000
130,6,7,НЕ,"град София, Гео Милев",1998,4-СТАЕН,Тухла,133000
130,4,6,,"град София, Витоша",2019,4-СТАЕН,Тухла,146499
130,3,7,НЕ,"град София, Витоша",2008,4-СТАЕН,Тухла,126500
