Size,Floor,TotalFloors,CentralHeating,District,Year,Type,BuildingType,Price
104,3,8,ДА,"град София, Лозенец",2019,3-СТАЕН,Тухла,343900
104,1,4,Лок.отопл.,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,143000
104,1,5,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,135760
104,2,5,НЕ,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,124000
104,4,5,,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,115066
104,4,5,,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,114200
104,9,9,ДА,"град София, Красна поляна 2",1978,3-СТАЕН,Тухла,95500
104,2,5,Лок.отопл.,"град София, Княжево",2010,3-СТАЕН,Тухла,115000
104,2,5,,"град София, Карпузица",2010,3-СТАЕН,Тухла,115000
104,2,5,,"град София, Карпузица",2017,3-СТАЕН,Тухла,103000
104,2,5,НЕ,"град София, Карпузица",2017,3-СТАЕН,Тухла,99339
104,2,5,Лок.отопл.,"град София, Карпузица",2018,3-СТАЕН,Тухла,99000
104,4,4,ДА,"град София, Изток",1960,3-СТАЕН,Тухла,253000
104,5,9,ДА,"град София, Изгрев",2022,3-СТАЕН,Тухла,193000
104,5,7,,"град София, Дървеница",2006,3-СТАЕН,Тухла,169000
104,1,6,ДА,"град София, Дървеница",2020,3-СТАЕН,Тухла,129600
104,10,17,ДА,"град София, Дружба 2",2021,3-СТАЕН,Тухла,125112
104,2,5,Лок.отопл.,"град София, Дружба 2",2020,3-СТАЕН,Тухла,105000
104,6,12,,"град София, Дружба 1",1980,3-СТАЕН,Тухла,129500
104,2,4,,"град София, Драгалевци",2021,3-СТАЕН,Тухла,130000
104,4,4,ДА,"град София, Гео Милев",1970,3-СТАЕН,Тухла,119999
104,2,7,,"град София, Връбница 2",2013,3-СТАЕН,Тухла,99840
104,8,8,ДА,"град София, Връбница 2",2021,3-СТАЕН,Тухла,83040
104,4,8,ДА,"град София, Връбница 2",2021,3-СТАЕН,Тухла,82600
104,5,8,ДА,"град София, Връбница 2",2021,3-СТАЕН,Тухла,82600
104,7,8,ДА,"град София, Връбница 2",2021,3-СТАЕН,Тухла,82600
104,3,6,НЕ,"град София, Враждебна",2013,3-СТАЕН,Тухла,141500
104,1,3,,"град София, Враждебна",2020,3-СТАЕН,Тухла,85452
104,2,3,,"град София, Враждебна",2020,3-СТАЕН,Тухла,85452
104,1,5,НЕ,"град София, Витоша",2020,3-СТАЕН,Тухла,115000
104,2,5,НЕ,"град София, Витоша",2020,3-СТАЕН,Тухла,115000
104,5,9,,"град София, Витоша",2021,3-СТАЕН,Тухла,98581
104,5,6,НЕ,"град София, Витоша",2021,3-СТАЕН,Тухла,91520
104,4,5,,"град София, Бояна",2020,3-СТАЕН,Тухла,109490
104,8,8,ДА,"град София, Борово",1974,3-СТАЕН,Тухла,147000
104,2,7,ДА,"град София, Белите брези",2001,3-СТАЕН,Тухла,140000
104,3,7,ДА,"град София, Банишора",2021,3-СТАЕН,Тухла,102300
104,5,7,ДА,"град София, Банишора",2021,3-СТАЕН,Тухла,92800
104,8,8,НЕ,"град София, Център",2009,2-СТАЕН,Тухла,98500
104,4,8,Лок.отопл.,"град София, Студентски град",2019,2-СТАЕН,Тухла,91000
104,1,4,,"град София, Симеоново",2019,2-СТАЕН,Тухла,92170
104,4,5,Лок.отопл.,"град София, Симеоново",2015,2-СТАЕН,Тухла,75000
104,2,10,ДА,"град София, Надежда 4",2013,2-СТАЕН,Тухла,97750
104,1,6,НЕ,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,86100
104,1,4,НЕ,"град София, Малинова долина",2020,2-СТАЕН,Тухла,66000
104,11,11,ДА,"град София, Люлин 2",2013,2-СТАЕН,Тухла,67418
104,4,5,Лок.отопл.,"град София, Княжево",2020,2-СТАЕН,Тухла,109500
104,2,4,ДА,"град София, Изток",2020,2-СТАЕН,Тухла,170808
104,13,13,НЕ,"град София, Витоша",2019,2-СТАЕН,Тухла,112000
104,2,5,НЕ,"град София, Бояна",2016,2-СТАЕН,Тухла,130800
104,4,5,Лок.отопл.,"град София, Бояна",2020,2-СТАЕН,Тухла,109500
104,4,5,,"град София, Бояна",2020,2-СТАЕН,Тухла,109500
104,2,7,ДА,"град София, Център",2019,3-СТАЕН,Тухла,129000
104,4,4,НЕ,"град София, Студентски град",2012,3-СТАЕН,Тухла,107000
104,3,6,НЕ,"град София, Симеоново",2020,3-СТАЕН,Тухла,140832
104,2,6,ДА,"град София, Редута",2010,3-СТАЕН,Тухла,160000
104,2,6,НЕ,"град София, Овча купел",2021,3-СТАЕН,Тухла,83333
104,2,6,,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,106900
104,5,5,ДА,"град София, Бъкстон",2021,3-СТАЕН,Тухла,119916
104,3,7,НЕ,"град София, Център",2019,3-СТАЕН,Тухла,198500
104,1,6,ДА,"град София, Студентски град",2022,3-СТАЕН,Тухла,99000
104,3,14,ДА,"град София, Стрелбище",1990,3-СТАЕН,ЕПК,165000
104,4,6,ДА,"град София, Надежда 3",2021,3-СТАЕН,Тухла,91500
104,2,10,НЕ,"град София, Манастирски ливади",2017,3-СТАЕН,Тухла,176000
104,7,7,НЕ,"град София, Манастирски ливади",2010,3-СТАЕН,Тухла,139900
104,3,5,,"град София, Манастирски ливади",2012,3-СТАЕН,Тухла,137000
104,4,7,Лок.отопл.,"град София, Люлин 9",2009,3-СТАЕН,Тухла,143000
104,4,9,ДА,"град София, Дружба 2",2007,3-СТАЕН,Тухла,155000
104,2,4,НЕ,"град София, Драгалевци",2020,3-СТАЕН,Тухла,142000
104,4,7,Лок.отопл.,"град София, Дианабад",2011,3-СТАЕН,Тухла,139500
104,1,6,ДА,"град София, Дианабад",2022,3-СТАЕН,Тухла,99000
104,11,11,НЕ,"град София, Люлин 2",2013,2-СТАЕН,Тухла,67418
103,5,7,ДА,"град София, Овча купел",2022,АТЕЛИЕ,Тухла,77265
103,4,7,ДА,"град София, Овча купел",1990,МНОГОСТАЕН,Панел,90000
103,4,5,ДА,"град София, Младост 2",1978,МНОГОСТАЕН,Тухла,152500
103,4,8,ДА,"град София, Левски Г",1994,МНОГОСТАЕН,Панел,115000
103,9,9,НЕ,"град София, Левски Г",1980,МНОГОСТАЕН,Панел,93000
103,1,8,ДА,"град София, Сухата река",1990,4-СТАЕН,Панел,125000
103,3,8,ДА,"град София, Младост 4",1980,4-СТАЕН,Панел,115000
103,4,4,ДА,"град София, Левски Г",1990,4-СТАЕН,Панел,94000
103,9,9,,"град София, Левски Г",1985,4-СТАЕН,Панел,89000
103,9,9,,"град София, Левски Г",1992,4-СТАЕН,Панел,88000
103,9,11,,"град София, Красно село",1987,4-СТАЕН,ЕПК,127990
103,9,11,Лок.отопл.,"град София, Красно село",1989,4-СТАЕН,ЕПК,127500
103,9,10,НЕ,"град София, Борово",1975,4-СТАЕН,ЕПК,127500
103,2,4,ДА,"град София, Център",1933,3-СТАЕН,Тухла,209000
103,3,4,ДА,"град София, Център",1964,3-СТАЕН,Тухла,195000
103,1,7,ДА,"град София, Център",2019,3-СТАЕН,Тухла,128000
103,2,7,ДА,"град София, Център",2019,3-СТАЕН,Тухла,127422
103,6,6,НЕ,"град София, Хладилника",2020,3-СТАЕН,Тухла,146428
103,1,8,ДА,"град София, Фондови жилища",1980,3-СТАЕН,Панел,113000
103,4,8,ДА,"град София, Сухата река",2021,3-СТАЕН,Тухла,110000
103,1,8,ДА,"град София, Сухата река",2021,3-СТАЕН,Тухла,110000
103,4,8,ДА,"град София, Сухата река",2021,3-СТАЕН,Тухла,110000
103,2,8,ДА,"град София, Сухата река",2021,3-СТАЕН,Тухла,110000
103,2,8,,"град София, Сухата река",2019,3-СТАЕН,Тухла,103620
103,1,8,ДА,"град София, Сухата река",2020,3-СТАЕН,Тухла,103620
103,5,8,ДА,"град София, Студентски град",2021,3-СТАЕН,Тухла,104700
103,5,8,ДА,"град София, Студентски град",2022,3-СТАЕН,Тухла,97595
103,2,8,ДА,"град София, Стрелбище",1970,3-СТАЕН,Тухла,149000
103,3,4,НЕ,"град София, Симеоново",2020,3-СТАЕН,Тухла,93330
103,13,22,ДА,"град София, Света Троица",1983,3-СТАЕН,ЕПК,123600
103,2,4,,"град София, с. Лозен",2020,3-СТАЕН,Тухла,99400
103,7,7,Лок.отопл.,"град София, Редута",2011,3-СТАЕН,Тухла,145000
103,5,7,ДА,"град София, Редута",2020,3-СТАЕН,Тухла,144200
103,2,6,НЕ,"град София, Редута",2021,3-СТАЕН,Тухла,103220
103,2,6,Лок.отопл.,"град София, Редута",2020,3-СТАЕН,Тухла,103220
103,4,5,ДА,"град София, Разсадника",2018,3-СТАЕН,Тухла,157500
103,2,5,НЕ,"град София, Овча купел",2020,3-СТАЕН,Тухла,105692
103,6,6,,"град София, Овча купел",2019,3-СТАЕН,Тухла,79071
103,5,5,ДА,"град София, Обеля 2",2022,3-СТАЕН,Тухла,82544
103,2,7,ДА,"град София, Надежда 1",2020,3-СТАЕН,Тухла,128490
103,4,8,,"град София, Надежда 1",2020,3-СТАЕН,Тухла,125700
103,3,8,ДА,"град София, Надежда 1",2020,3-СТАЕН,Тухла,123990
103,5,8,ДА,"град София, Надежда 1",2019,3-СТАЕН,Тухла,123600
103,4,8,ДА,"град София, Надежда 1",2020,3-СТАЕН,Тухла,114070
103,4,6,ДА,"град София, Надежда 1",2022,3-СТАЕН,Тухла,91065
103,4,6,ДА,"град София, Надежда 1",2021,3-СТАЕН,Тухла,91045
103,5,7,ДА,"град София, Надежда 1",2000,3-СТАЕН,Тухла,91045
103,4,6,,"град София, Надежда 1",2022,3-СТАЕН,Тухла,91000
103,1,6,ДА,"град София, Надежда 1",2022,3-СТАЕН,Тухла,90883
103,5,6,ДА,"град София, Надежда 1",2022,3-СТАЕН,Тухла,90640
103,4,6,,"град София, Надежда 1",2022,3-СТАЕН,Тухла,90500
103,4,6,ДА,"град София, Надежда 1",2021,3-СТАЕН,Тухла,87890
103,2,7,ДА,"град София, Надежда 1",2022,3-СТАЕН,Тухла,85673
103,5,6,НЕ,"град София, Модерно предградие",2022,3-СТАЕН,Тухла,77034
103,2,6,НЕ,"град София, Модерно предградие",2022,3-СТАЕН,Тухла,72412
103,3,8,,"град София, Младост 4",2020,3-СТАЕН,Тухла,155000
103,2,8,НЕ,"град София, Младост 4",2021,3-СТАЕН,Тухла,122000
103,2,6,,"град София, Младост 4",2022,3-СТАЕН,Тухла,117980
103,4,5,ДА,"град София, Младост 2",2018,3-СТАЕН,Тухла,154500
103,4,5,,"град София, Младост 2",1981,3-СТАЕН,Тухла,149000
103,3,4,ДА,"град София, Младост 2",1978,3-СТАЕН,Тухла,149000
103,3,5,ДА,"град София, Младост 2",1975,3-СТАЕН,Тухла,145000
103,1,5,ДА,"град София, Младост 2",2022,3-СТАЕН,Тухла,129000
103,1,5,ДА,"град София, Младост 2",2021,3-СТАЕН,Тухла,129000
103,1,6,ДА,"град София, Младост 2",1900,3-СТАЕН,Тухла,129000
103,7,8,ДА,"град София, Младост 2",1984,3-СТАЕН,Панел,126800
103,7,8,НЕ,"град София, Младост 2",1982,3-СТАЕН,Панел,126800
103,6,8,ДА,"град София, Младост 2",1984,3-СТАЕН,Панел,126000
103,7,8,НЕ,"град София, Младост 2",1983,3-СТАЕН,Панел,126000
103,7,8,ДА,"град София, Младост 2",1983,3-СТАЕН,Панел,124900
103,3,5,НЕ,"град София, Манастирски ливади",2015,3-СТАЕН,Тухла,265000
103,3,5,,"град София, Манастирски ливади",2013,3-СТАЕН,Тухла,265000
103,2,5,НЕ,"град София, Манастирски ливади",2009,3-СТАЕН,Тухла,145000
103,2,6,НЕ,"град София, Манастирски ливади",2009,3-СТАЕН,Тухла,136800
103,2,5,НЕ,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,129990
103,2,6,НЕ,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,126900
103,5,7,НЕ,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,112300
103,5,6,ДА,"град София, Малинова долина",2022,3-СТАЕН,Тухла,100000
103,3,4,,"град София, м-т Детски град",2021,3-СТАЕН,Тухла,109000
103,11,16,НЕ,"град София, Люлин 2",1970,3-СТАЕН,ЕПК,87999
103,4,7,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,125000
103,5,7,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,124000
103,4,7,,"град София, Лагера",2020,3-СТАЕН,Тухла,121000
103,5,10,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,118970
103,5,10,ДА,"град София, Лагера",2020,3-СТАЕН,Тухла,118450
103,6,6,НЕ,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,146428
103,3,6,Лок.отопл.,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,133900
103,2,6,Лок.отопл.,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,128900
103,2,6,НЕ,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,128900
103,4,6,НЕ,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,117900
103,3,6,,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,114463
103,4,6,Лок.отопл.,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,109318
103,2,6,,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,105863
103,4,6,Лок.отопл.,"град София, Кръстова вада",2022,3-СТАЕН,Тухла,99697
103,2,6,,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,99629
103,9,11,,"град София, Красно село",1987,3-СТАЕН,ЕПК,128000
103,9,11,Лок.отопл.,"град София, Красно село",1990,3-СТАЕН,ЕПК,127990
103,2,4,Лок.отопл.,"град София, Дървеница",2021,3-СТАЕН,Тухла,117000
103,5,6,Лок.отопл.,"град София, Дружба 2",2019,3-СТАЕН,Тухла,132799
103,6,8,НЕ,"град София, Дружба 2",2020,3-СТАЕН,Тухла,106000
103,2,5,,"град София, Дружба 2",2020,3-СТАЕН,Тухла,105840
103,3,6,,"град София, Дружба 2",2020,3-СТАЕН,Тухла,105000
103,4,8,ДА,"град София, Дружба 2",2000,3-СТАЕН,Тухла,101900
103,3,4,НЕ,"град София, Драгалевци",2020,3-СТАЕН,Тухла,129500
103,2,5,,"град София, Драгалевци",2011,3-СТАЕН,Тухла,124999
103,4,5,НЕ,"град София, Драгалевци",2017,3-СТАЕН,Тухла,103000
103,3,5,ДА,"град София, Докторски паметник",1935,3-СТАЕН,Тухла,325000
103,1,2,ДА,"град София, Докторски паметник",2006,3-СТАЕН,Тухла,150000
103,4,5,Лок.отопл.,"град София, гр. Нови Искър",2020,3-СТАЕН,Тухла,74160
103,2,4,,"град София, Горубляне",2020,3-СТАЕН,Тухла,99400
103,5,8,ДА,"град София, Връбница 2",2021,3-СТАЕН,Тухла,82600
103,6,8,ДА,"град София, Връбница 2",2021,3-СТАЕН,Тухла,82600
103,4,8,ДА,"град София, Връбница 2",2021,3-СТАЕН,Тухла,82600
103,4,8,,"град София, Витоша",2020,3-СТАЕН,Тухла,168293
103,3,4,,"град София, Витоша",2019,3-СТАЕН,Тухла,145000
103,2,9,Лок.отопл.,"град София, Витоша",2021,3-СТАЕН,Тухла,113300
103,4,4,,"град София, Витоша",2020,3-СТАЕН,Тухла,109500
103,4,4,,"град София, Витоша",2021,3-СТАЕН,Тухла,99890
103,4,6,НЕ,"град София, Витоша",2021,3-СТАЕН,Тухла,89999
103,2,5,,"град София, Витоша",2022,3-СТАЕН,Тухла,82728
103,2,5,,"град София, Витоша",2022,3-СТАЕН,Тухла,82400
103,2,4,,"град София, в.з.Врана - Лозен",2020,3-СТАЕН,Тухла,99400
103,2,4,Лок.отопл.,"град София, в.з.Врана - Лозен",2019,3-СТАЕН,Тухла,87550
103,2,5,,"град София, Бъкстон",2019,3-СТАЕН,Тухла,129990
103,2,5,ДА,"град София, Бъкстон",2022,3-СТАЕН,Тухла,112937
103,3,5,НЕ,"град София, Бъкстон",2021,3-СТАЕН,Тухла,112937
103,3,5,НЕ,"град София, Бъкстон",2022,3-СТАЕН,Тухла,112930
103,3,6,НЕ,"град София, Бъкстон",2021,3-СТАЕН,Тухла,112900
103,2,5,НЕ,"град София, Бъкстон",2021,3-СТАЕН,Тухла,112805
103,2,4,ДА,"град София, Бояна",2020,3-СТАЕН,Тухла,136786
103,5,7,ДА,"град София, Банишора",2019,3-СТАЕН,Тухла,103000
103,2,7,ДА,"град София, Банишора",2021,3-СТАЕН,Тухла,100940
103,4,8,НЕ,"град София, Център",2008,2-СТАЕН,Тухла,125000
103,4,4,,"град София, Студентски град",2020,2-СТАЕН,Тухла,82990
103,2,6,,"град София, Овча купел",2021,2-СТАЕН,Тухла,95000
103,8,8,,"град София, Овча купел",2021,2-СТАЕН,Тухла,90000
103,7,8,НЕ,"град София, Овча купел",2019,2-СТАЕН,Тухла,88000
103,8,8,НЕ,"град София, Овча купел",2019,2-СТАЕН,Тухла,88000
103,7,8,НЕ,"град София, Овча купел",2021,2-СТАЕН,Тухла,87000
103,7,8,,"град София, Овча купел",2021,2-СТАЕН,Тухла,87000
103,6,8,ДА,"град София, Манастирски ливади",2017,2-СТАЕН,Тухла,99000
103,1,4,,"град София, Малинова долина",2020,2-СТАЕН,Тухла,89950
103,1,4,НЕ,"град София, Малинова долина",2020,2-СТАЕН,Тухла,89950
103,11,11,ДА,"град София, Люлин 2",2013,2-СТАЕН,Тухла,67400
103,11,11,ДА,"град София, Люлин 2",2013,2-СТАЕН,Тухла,67400
103,2,6,,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,135960
103,1,6,,"град София, Гоце Делчев",2022,2-СТАЕН,Тухла,123564
103,11,12,,"град София, Витоша",2019,2-СТАЕН,Тухла,121900
103,5,10,НЕ,"град София, Хаджи Димитър",2014,3-СТАЕН,Тухла,96000
103,2,7,ДА,"град София, Студентски град",2021,3-СТАЕН,Тухла,102300
103,3,7,ДА,"град София, Младост 1",2020,3-СТАЕН,Тухла,138300
103,7,7,,"град София, Красно село",2005,3-СТАЕН,Тухла,112000
103,1,5,,"град София, Карпузица",2001,3-СТАЕН,Тухла,88000
103,6,6,ДА,"град София, Иван Вазов",2008,3-СТАЕН,Тухла,190000
103,3,3,НЕ,"град София, Зона Б-5-3",1933,3-СТАЕН,Тухла,117500
103,3,6,НЕ,"град София, Зона Б-5",2009,3-СТАЕН,Тухла,124000
103,2,8,ДА,"град София, Гоце Делчев",1970,3-СТАЕН,Тухла,149000
103,5,8,,"град София, Витоша",2022,3-СТАЕН,Тухла,103000
103,8,8,НЕ,"град София, Овча купел",2020,2-СТАЕН,Тухла,90000
103,7,9,ДА,"град София, Толстой",2020,3-СТАЕН,Тухла,82860
103,5,5,,"град София, Павлово",2022,3-СТАЕН,Тухла,102000
103,3,6,ДА,"град София, Младост 1",2020,3-СТАЕН,Тухла,138300
103,6,6,ДА,"град София, ж.гр.Южен парк",2008,3-СТАЕН,Тухла,190000
103,2,4,,"град София, Дървеница",2020,3-СТАЕН,Тухла,116391
103,3,5,ДА,"град София, Белите брези",1994,3-СТАЕН,Тухла,127000
102,6,6,Лок.отопл.,"град София, Витоша",2018,АТЕЛИЕ,Тухла,85000
102,6,7,ДА,"град София, Център",2009,МЕЗОНЕТ,Тухла,151990
102,6,7,ДА,"град София, Център",2008,МЕЗОНЕТ,Тухла,150000
102,3,5,ДА,"град София, Център",1960,4-СТАЕН,Тухла,185000
102,2,8,,"град София, Младост 4",1989,4-СТАЕН,Панел,131900
102,1,9,ДА,"град София, Люлин 7",1990,4-СТАЕН,Панел,89000
102,2,2,,"град София, Княжево",1890,4-СТАЕН,Тухла,54000
102,2,12,ДА,"град София, Илинден",1990,4-СТАЕН,ЕПК,132600
102,2,7,ДА,"град София, Дружба 2",1986,4-СТАЕН,Панел,120000
102,2,3,НЕ,"град София, Яворов",1925,3-СТАЕН,Тухла,186000
102,3,5,ДА,"град София, Център",1950,3-СТАЕН,Тухла,280000
102,8,8,ДА,"град София, Център",2020,3-СТАЕН,Тухла,122400
102,2,6,ДА,"град София, Център",2019,3-СТАЕН,Тухла,122400
102,3,7,ДА,"град София, Център",2020,3-СТАЕН,Тухла,122112
102,2,4,Лок.отопл.,"град София, Център",1939,3-СТАЕН,ЕПК,112200
102,3,5,,"град София, Център",2020,3-СТАЕН,Тухла,110200
102,1,4,НЕ,"град София, Толстой",2019,3-СТАЕН,Тухла,87140
102,3,6,,"град София, Сухата река",2021,3-СТАЕН,Тухла,86500
102,4,4,,"град София, Студентски град",2010,3-СТАЕН,Тухла,109000
102,3,8,ДА,"град София, Студентски град",2019,3-СТАЕН,Тухла,98550
102,2,8,ДА,"град София, Студентски град",2021,3-СТАЕН,Тухла,96160
102,4,5,ДА,"град София, Сердика",2019,3-СТАЕН,Тухла,124440
102,9,18,ДА,"град София, Света Троица",1980,3-СТАЕН,ЕПК,119500
102,2,15,ДА,"град София, Полигона",2022,3-СТАЕН,Тухла,122900
102,2,5,,"град София, Павлово",2020,3-СТАЕН,Тухла,110000
102,2,5,,"град София, Павлово",2020,3-СТАЕН,Тухла,110000
102,2,6,ДА,"град София, Овча купел 2",1986,3-СТАЕН,Панел,96900
102,2,10,,"град София, Овча купел",2020,3-СТАЕН,Тухла,111661
102,8,8,НЕ,"град София, Овча купел",2021,3-СТАЕН,Тухла,103621
102,4,6,,"град София, Овча купел",2021,3-СТАЕН,Тухла,91499
102,3,8,,"град София, Надежда 4",2022,3-СТАЕН,Тухла,87900
102,4,4,ДА,"град София, Надежда 4",2022,3-СТАЕН,Тухла,87815
102,3,9,ДА,"град София, Надежда 4",2021,3-СТАЕН,Тухла,86700
102,6,6,ДА,"град София, Надежда 3",2021,3-СТАЕН,Тухла,89000
102,9,9,ДА,"град София, Надежда 2",2019,3-СТАЕН,Тухла,91890
102,2,5,НЕ,"град София, Надежда 2",2022,3-СТАЕН,Тухла,91629
102,5,6,ДА,"град София, Надежда 1",2022,3-СТАЕН,Тухла,89760
102,5,6,,"град София, Надежда 1",2022,3-СТАЕН,Тухла,89520
102,5,6,,"град София, Надежда 1",2022,3-СТАЕН,Тухла,89500
102,6,7,ДА,"град София, Младост 4",2019,3-СТАЕН,Тухла,121000
102,6,7,ДА,"град София, Младост 4",2019,3-СТАЕН,Тухла,120997
102,6,7,,"град София, Младост 4",2019,3-СТАЕН,Тухла,120977
102,4,5,ДА,"град София, Младост 2",2020,3-СТАЕН,Тухла,129000
102,2,5,ДА,"град София, Младост 2",2020,3-СТАЕН,Тухла,129000
102,2,6,ДА,"град София, Младост 2",1900,3-СТАЕН,Тухла,129000
102,4,5,ДА,"град София, Младост 2",2020,3-СТАЕН,Тухла,129000
102,3,13,ДА,"град София, Младост 1",2022,3-СТАЕН,Тухла,128000
102,3,7,НЕ,"град София, Медицинска академия",1999,3-СТАЕН,Тухла,130000
102,4,6,,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,139964
102,1,5,НЕ,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,135000
102,2,5,,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,130000
102,2,5,,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,129990
102,3,5,,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,122400
102,3,5,Лок.отопл.,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,115000
102,4,5,ДА,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,110203
102,1,6,НЕ,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,107310
102,2,5,,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,101600
102,2,4,,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,94800
102,2,6,,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,94505
102,2,6,ДА,"град София, Малинова долина",2017,3-СТАЕН,Тухла,190000
102,2,4,,"град София, Малинова долина",2021,3-СТАЕН,Тухла,84350
102,2,4,НЕ,"град София, Малинова долина",2020,3-СТАЕН,Тухла,83800
102,4,5,НЕ,"град София, м-т Детски град",2021,3-СТАЕН,Тухла,102000
102,5,8,НЕ,"град София, Люлин 4",1980,3-СТАЕН,Панел,94000
102,6,13,ДА,"град София, Люлин 10",2020,3-СТАЕН,Тухла,95000
102,4,7,,"град София, Лозенец",2019,3-СТАЕН,Тухла,335511
102,2,4,ДА,"град София, Лозенец",1966,3-СТАЕН,Тухла,149985
102,3,5,Лок.отопл.,"град София, Лозенец",2021,3-СТАЕН,Тухла,134700
102,3,5,Лок.отопл.,"град София, Лозенец",2021,3-СТАЕН,Тухла,134700
102,3,6,,"град София, Левски В",2021,3-СТАЕН,Тухла,86500
102,1,5,ДА,"град София, Лагера",2006,3-СТАЕН,Тухла,150000
102,7,10,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,117900
102,3,7,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,117600
102,3,6,НЕ,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,134236
102,4,6,НЕ,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,134236
102,5,6,НЕ,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,134236
102,5,9,НЕ,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,133900
102,3,4,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,132000
102,3,4,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,131900
102,2,6,НЕ,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,129112
102,5,6,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,125900
102,1,5,Прокарва се,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,123500
102,2,5,Прокарва се,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,123000
102,3,5,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,122000
102,2,6,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,114900
102,2,6,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,114900
102,2,6,,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,114900
102,1,6,ДА,"град София, Красно село",2020,3-СТАЕН,Тухла,122000
102,2,6,ДА,"град София, Красно село",1998,3-СТАЕН,Тухла,121440
102,1,5,ДА,"град София, Красно село",2020,3-СТАЕН,Тухла,111957
102,8,9,Лок.отопл.,"град София, Зона Б-5",2022,3-СТАЕН,Тухла,124500
102,8,9,Лок.отопл.,"град София, Зона Б-5",2022,3-СТАЕН,Тухла,124500
102,5,12,ДА,"град София, Зона Б-5",2020,3-СТАЕН,Тухла,97000
102,2,15,ДА,"град София, Зона Б-18",1985,3-СТАЕН,ЕПК,120000
102,2,7,,"град София, Зона Б-18",2020,3-СТАЕН,Тухла,107000
102,1,6,ДА,"град София, Дървеница",2020,3-СТАЕН,Тухла,126900
102,2,4,,"град София, Дървеница",2020,3-СТАЕН,Тухла,118000
102,2,4,,"град София, Дървеница",2021,3-СТАЕН,Тухла,116391
102,3,4,ДА,"град София, Докторски паметник",1940,3-СТАЕН,Тухла,280000
102,2,8,,"град София, Градина",2022,3-СТАЕН,Тухла,102220
102,3,5,Лок.отопл.,"град София, Гоце Делчев",2019,3-СТАЕН,Тухла,121800
102,2,5,,"град София, Горубляне",2022,3-СТАЕН,Тухла,100000
102,2,5,НЕ,"град София, Витоша",2020,3-СТАЕН,Тухла,119000
102,2,6,,"град София, Витоша",2020,3-СТАЕН,Тухла,112000
102,2,5,,"град София, Витоша",2020,3-СТАЕН,Тухла,111900
102,4,6,НЕ,"град София, Витоша",2020,3-СТАЕН,Тухла,109500
102,2,5,НЕ,"град София, Витоша",2020,3-СТАЕН,Тухла,105500
102,3,4,,"град София, Витоша",2021,3-СТАЕН,Тухла,104080
102,2,4,,"град София, Витоша",2021,3-СТАЕН,Тухла,101388
