Id,Url,Size,Floor,TotalFloors,CentralHeating,District,Year,Type,BuildingType,Price
12818,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c153985827988934&slink=6043fb&f1=4,102,2,8,ДА,"град София, Студентски град",2021,3-СТАЕН,Тухла,96160
12819,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c155730126866739&slink=6043fb&f1=4,102,3,8,ДА,"град София, Студентски град",2019,3-СТАЕН,Тухла,98550
12820,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159774833435149&slink=6043fb&f1=4,102,4,4,,"град София, Студентски град",2010,3-СТАЕН,Тухла,109000
12821,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160079288890356&slink=6043fb&f1=5,102,3,6,,"град София, Сухата река",2021,3-СТАЕН,Тухла,86500
12822,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158195539260185&slink=6043fb&f1=5,102,2,8,ДА,"град София, Толстой",0,3-СТАЕН,Тухла,76483
12823,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159050571598236&slink=6043fb&f1=5,102,1,4,НЕ,"град София, Толстой",2019,3-СТАЕН,Тухла,87140
12824,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158272778902582&slink=6043fb&f1=5,102,3,5,,"град София, Център",2020,3-СТАЕН,Тухла,110200
12825,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c132629546652557&slink=6043fb&f1=5,102,2,4,Лок.отопл.,"град София, Център",1939,3-СТАЕН,ЕПК,112200
12826,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160266017262755&slink=6043fb&f1=5,102,3,7,ДА,"град София, Център",2020,3-СТАЕН,Тухла,122112
12827,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156660890460002&slink=6043fb&f1=5,102,3,7,ДА,"град София, Център",0,3-СТАЕН,Тухла,122112
12828,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c150126166525892&slink=6043fb&f1=5,102,2,6,ДА,"град София, Център",2019,3-СТАЕН,Тухла,122400
12829,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159843316321572&slink=6043fb&f1=5,102,8,8,ДА,"град София, Център",2020,3-СТАЕН,Тухла,122400
12830,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159111113618335&slink=6043fb&f1=5,102,6,7,ДА,"град София, Център",0,3-СТАЕН,Тухла,152000
12831,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157978566076750&slink=6043fb&f1=5,102,3,4,ДА,"град София, Център",0,3-СТАЕН,Тухла,238500
12832,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159047692612023&slink=6043fb&f1=5,102,3,5,ДА,"град София, Център",1950,3-СТАЕН,Тухла,280000
12833,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160154746638748&slink=6043fb&f1=5,102,3,4,,"град София, Център",0,3-СТАЕН,Тухла,305000
12834,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159463112767457&slink=6043fb&f1=5,102,2,3,НЕ,"град София, Яворов",1925,3-СТАЕН,Тухла,186000
12835,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d160285538239421&slink=6043fb&f1=5,102,2,7,ДА,"град София, Дружба 2",1986,4-СТАЕН,Панел,120000
12836,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d159448552446759&slink=6043fb&f1=5,102,2,12,ДА,"град София, Илинден",1990,4-СТАЕН,ЕПК,132600
12837,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d159893180479181&slink=6043fb&f1=5,102,2,2,,"град София, Княжево",1890,4-СТАЕН,Тухла,54000
12838,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d160042517432950&slink=6043fb&f1=5,102,1,9,ДА,"град София, Люлин 7",1990,4-СТАЕН,Панел,89000
12839,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d159652875419309&slink=6043fb&f1=5,102,2,8,,"град София, Младост 4",1989,4-СТАЕН,Панел,131900
12840,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1d157103322151473&slink=6043fb&f1=5,102,3,5,ДА,"град София, Център",1960,4-СТАЕН,Тухла,185000
12841,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f159844400474664&slink=6043fb&f1=5,102,6,7,ДА,"град София, Център",2008,МЕЗОНЕТ,Тухла,150000
12842,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f143531289719145&slink=6043fb&f1=5,102,6,7,ДА,"град София, Център",2009,МЕЗОНЕТ,Тухла,151990
12843,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h152050101927821&slink=6043fb&f1=5,102,6,6,Лок.отопл.,"град София, Витоша",2018,АТЕЛИЕ, ТАВАН,Тухла,85000
12844,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160270619187786&slink=6043hx&f1=1,103,7,7,Лок.отопл.,"град София, Белите брези",0,3-СТАЕН,Тухла,112000
12845,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160041336056893&slink=6043hx&f1=1,103,3,5,ДА,"град София, Белите брези",1994,3-СТАЕН,Тухла,127000
12846,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160316021156037&slink=6043hx&f1=1,103,0,0,ДА,"град София, Докторски паметник",0,3-СТАЕН,Тухла,150000
12847,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160026296171586&slink=6043hx&f1=1,103,2,4,,"град София, Дървеница",2020,3-СТАЕН,Тухла,116391
12848,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159060782511102&slink=6043hx&f1=1,103,6,6,ДА,"град София, ж.гр.Южен парк",2008,3-СТАЕН,Тухла,190000
12849,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160324810271113&slink=6043hx&f1=1,103,6,7,Лок.отопл.,"град София, Красно село",0,3-СТАЕН,Тухла,129000
12850,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160210324309174&slink=6043hx&f1=1,103,3,6,ДА,"град София, Младост 1",2020,3-СТАЕН,Тухла,138300
12851,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159974802138182&slink=6043hx&f1=1,103,5,5,,"град София, Павлово",2022,3-СТАЕН,Тухла,102000
12852,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158195539087912&slink=6043hx&f1=1,103,7,9,ДА,"град София, Толстой",2020,3-СТАЕН,Тухла,82860
12853,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159722459985123&slink=6043hx&f1=1,103,8,8,НЕ,"град София, Овча купел",2020,2-СТАЕН,Тухла,90000
12854,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156257125142272&slink=6043hx&f1=1,103,0,0,,"град София, в.з.Малинова долина",2019,3-СТАЕН,Тухла,101960
12855,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158162797837265&slink=6043hx&f1=1,103,0,0,,"град София, Витоша",2022,3-СТАЕН,Тухла,103000
12856,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157255176380347&slink=6043hx&f1=1,103,5,8,,"град София, Витоша",2022,3-СТАЕН,Тухла,103000
12857,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160308025380056&slink=6043hx&f1=1,103,2,8,ДА,"град София, Гоце Делчев",1970,3-СТАЕН,Тухла,149000
12858,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158869002560143&slink=6043hx&f1=1,103,3,6,НЕ,"град София, Зона Б-5",2009,3-СТАЕН,Тухла,124000
12859,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160284724367151&slink=6043hx&f1=1,103,3,3,НЕ,"град София, Зона Б-5-3",1933,3-СТАЕН,Тухла,117500
12860,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159060967107355&slink=6043hx&f1=1,103,6,6,ДА,"град София, Иван Вазов",2008,3-СТАЕН,Тухла,190000
12861,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159403995291495&slink=6043hx&f1=1,103,1,5,,"град София, Карпузица",2001,3-СТАЕН,Тухла,88000
12862,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160277442732583&slink=6043hx&f1=1,103,7,7,,"град София, Красно село",2005,3-СТАЕН,Тухла,112000
12863,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159851633017440&slink=6043hx&f1=1,103,3,7,ДА,"град София, Лагера",0,3-СТАЕН,Тухла,120000
12864,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156257124351369&slink=6043hx&f1=1,103,0,0,,"град София, м-т Детски град",2019,3-СТАЕН,Тухла,101960
12865,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160337005951822&slink=6043hx&f1=1,103,3,7,ДА,"град София, Младост 1",2020,3-СТАЕН,Тухла,138300
12866,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160264226027946&slink=6043hx&f1=1,103,3,4,ДА,"град София, Младост 1А",0,3-СТАЕН,Тухла,107900
12867,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156257124633871&slink=6043hx&f1=1,103,0,0,,"град София, Младост 4",2019,3-СТАЕН,Тухла,101960
12868,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158384932649222&slink=6043hx&f1=1,103,2,7,ДА,"град София, Студентски град",2021,3-СТАЕН,Тухла,102300
12869,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159359772025822&slink=6043hx&f1=1,103,5,10,НЕ,"град София, Хаджи Димитър",2014,3-СТАЕН,Тухла,96000
12870,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a158382947605858&slink=6043hx&f1=1,103,0,0,ДА,"град София, Изток",0,1-СТАЕН,Тухла,240000
12871,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160127353041581&slink=6043hx&f1=1,103,11,12,,"град София, Витоша",2019,2-СТАЕН,Тухла,121900
12872,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159964827992941&slink=6043hx&f1=1,103,1,6,,"град София, Гоце Делчев",2022,2-СТАЕН,Тухла,123564
12873,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157649801075585&slink=6043hx&f1=1,103,0,0,ДА,"град София, Изток",0,2-СТАЕН,Тухла,170808
12874,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159315442335726&slink=6043hx&f1=1,103,2,4,ДА,"град София, Изток",0,2-СТАЕН,Тухла,204970
12875,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160257218427366&slink=6043hx&f1=1,103,2,6,,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,135960
12876,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160309144691290&slink=6043hx&f1=1,103,11,11,ДА,"град София, Люлин 2",2013,2-СТАЕН,Тухла,67400
12877,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159256088286062&slink=6043hx&f1=1,103,11,11,ДА,"град София, Люлин 2",2013,2-СТАЕН,Тухла,67400
12878,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159731663965803&slink=6043hx&f1=1,103,1,4,НЕ,"град София, Малинова долина",2020,2-СТАЕН,Тухла,89950
12879,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159531411022477&slink=6043hx&f1=1,103,1,4,,"град София, Малинова долина",2020,2-СТАЕН,Тухла,89950
12880,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160310348587959&slink=6043hx&f1=1,103,6,8,ДА,"град София, Манастирски ливади",2017,2-СТАЕН,Тухла,99000
12881,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160329437194366&slink=6043hx&f1=1,103,7,8,,"град София, Овча купел",2021,2-СТАЕН,Тухла,87000
12882,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160129028189275&slink=6043hx&f1=1,103,7,8,НЕ,"град София, Овча купел",2021,2-СТАЕН,Тухла,87000
12883,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157251103645817&slink=6043hx&f1=1,103,8,8,НЕ,"град София, Овча купел",2019,2-СТАЕН,Тухла,88000
12884,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157250983870799&slink=6043hx&f1=2,103,7,8,НЕ,"град София, Овча купел",2019,2-СТАЕН,Тухла,88000
12885,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160329450465406&slink=6043hx&f1=2,103,8,8,,"град София, Овча купел",2021,2-СТАЕН,Тухла,90000
12886,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159799701833719&slink=6043hx&f1=2,103,2,6,,"град София, Овча купел",2021,2-СТАЕН,Тухла,95000
12887,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159670883723149&slink=6043hx&f1=2,103,4,4,,"град София, Студентски град",2020,2-СТАЕН,Тухла,82990
12888,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155834221585268&slink=6043hx&f1=2,103,4,8,НЕ,"град София, Център",2008,2-СТАЕН,Тухла,125000
12889,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159853299786603&slink=6043hx&f1=2,103,2,7,ДА,"град София, Банишора",2021,3-СТАЕН,Тухла,100940
12890,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c122328558960227&slink=6043hx&f1=2,103,5,7,ДА,"град София, Банишора",0,3-СТАЕН,Тухла,100940
12891,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157069274764613&slink=6043hx&f1=2,103,5,7,ДА,"град София, Банишора",2019,3-СТАЕН,Тухла,103000
12892,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159497838597953&slink=6043hx&f1=2,103,2,4,ДА,"град София, Бояна",2020,3-СТАЕН,Тухла,136786
12893,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160313414251853&slink=6043hx&f1=2,103,2,5,,"град София, Бъкстон",0,3-СТАЕН,Тухла,112800
12894,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159064908690447&slink=6043hx&f1=2,103,2,5,НЕ,"град София, Бъкстон",2021,3-СТАЕН,Тухла,112805
12895,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156414479100575&slink=6043hx&f1=2,103,3,6,НЕ,"град София, Бъкстон",2021,3-СТАЕН,Тухла,112900
12896,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159222533137234&slink=6043hx&f1=2,103,3,5,НЕ,"град София, Бъкстон",2022,3-СТАЕН,Тухла,112930
12897,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159064910303480&slink=6043hx&f1=2,103,3,5,НЕ,"град София, Бъкстон",2021,3-СТАЕН,Тухла,112937
12898,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159171456417944&slink=6043hx&f1=2,103,2,5,ДА,"град София, Бъкстон",2022,3-СТАЕН,Тухла,112937
12899,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159058960468894&slink=6043hx&f1=2,103,2,5,,"град София, Бъкстон",2019,3-СТАЕН,Тухла,129990
12900,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158486057920237&slink=6043hx&f1=2,103,0,0,НЕ,"град София, в.з.Американски колеж",0,3-СТАЕН,Тухла,109180
12901,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156447754553243&slink=6043hx&f1=2,103,2,4,Лок.отопл.,"град София, в.з.Врана - Лозен",2019,3-СТАЕН,Тухла,87550
12902,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156026501336006&slink=6043hx&f1=2,103,2,4,,"град София, в.з.Врана - Лозен",2020,3-СТАЕН,Тухла,99400
12903,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157054808675834&slink=6043hx&f1=2,103,2,5,,"град София, Витоша",2022,3-СТАЕН,Тухла,82400
12904,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159790839270967&slink=6043hx&f1=2,103,2,5,,"град София, Витоша",2022,3-СТАЕН,Тухла,82728
12905,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158582742490599&slink=6043hx&f1=2,103,4,6,НЕ,"град София, Витоша",2021,3-СТАЕН,Тухла,89999
12906,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159377226233046&slink=6043hx&f1=2,103,4,4,,"град София, Витоша",2021,3-СТАЕН,Тухла,99890
12907,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159429672535700&slink=6043hx&f1=2,103,4,4,,"град София, Витоша",0,3-СТАЕН,Тухла,99890
12908,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157908620047634&slink=6043hx&f1=2,103,0,0,НЕ,"град София, Витоша",0,3-СТАЕН,Тухла,109500
12909,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158513000621379&slink=6043hx&f1=2,103,4,4,Лок.отопл.,"град София, Витоша",0,3-СТАЕН,Тухла,109500
12910,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154462687849550&slink=6043hx&f1=2,103,4,4,,"град София, Витоша",2020,3-СТАЕН,Тухла,109500
12911,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157302866792543&slink=6043hx&f1=2,103,2,9,Лок.отопл.,"град София, Витоша",2021,3-СТАЕН,Тухла,113300
12912,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158163978831834&slink=6043hx&f1=2,103,3,4,,"град София, Витоша",2019,3-СТАЕН,Тухла,145000
12913,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157441033758723&slink=6043hx&f1=2,103,4,8,,"град София, Витоша",2020,3-СТАЕН,Тухла,168293
12914,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159242362067224&slink=6043hx&f1=2,103,4,8,ДА,"град София, Връбница 2",2021,3-СТАЕН,Тухла,82600
12915,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159242462285833&slink=6043hx&f1=2,103,6,8,ДА,"град София, Връбница 2",2021,3-СТАЕН,Тухла,82600
12916,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159242408387976&slink=6043hx&f1=2,103,5,8,ДА,"град София, Връбница 2",2021,3-СТАЕН,Тухла,82600
12917,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158274729345539&slink=6043hx&f1=2,103,1,7,ДА,"град София, Гео Милев",0,3-СТАЕН,Тухла,139050
12918,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158023024479877&slink=6043hx&f1=2,103,2,4,НЕ,"град София, Горубляне",0,3-СТАЕН,Тухла,87550
12919,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156050381097991&slink=6043hx&f1=2,103,2,4,,"град София, Горубляне",2020,3-СТАЕН,Тухла,99400
12920,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157658814247303&slink=6043hx&f1=2,103,4,5,Лок.отопл.,"град София, гр. Нови Искър",2020,3-СТАЕН,Тухла,74160
12921,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159888658289823&slink=6043hx&f1=2,103,1,2,ДА,"град София, Докторски паметник",2006,3-СТАЕН,Тухла,150000
12922,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160223034715832&slink=6043hx&f1=2,103,2,5,ДА,"град София, Докторски паметник",0,3-СТАЕН,Тухла,280000
12923,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159196020716162&slink=6043hx&f1=2,103,3,5,ДА,"град София, Докторски паметник",1935,3-СТАЕН,Тухла,325000
12924,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159956778682246&slink=6043hx&f1=3,103,4,5,НЕ,"град София, Драгалевци",2017,3-СТАЕН,Тухла,103000
12925,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158289190304206&slink=6043hx&f1=3,103,2,5,,"град София, Драгалевци",2011,3-СТАЕН,Тухла,124999
12926,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159730615515006&slink=6043hx&f1=3,103,3,4,НЕ,"град София, Драгалевци",2020,3-СТАЕН,Тухла,129500
12927,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159956911490527&slink=6043hx&f1=3,103,4,8,ДА,"град София, Дружба 2",2000,3-СТАЕН,Тухла,101900
12928,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158995771218130&slink=6043hx&f1=3,103,3,6,,"град София, Дружба 2",2020,3-СТАЕН,Тухла,105000
12929,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157968801824853&slink=6043hx&f1=3,103,2,5,,"град София, Дружба 2",2020,3-СТАЕН,Тухла,105840
12930,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158092876273962&slink=6043hx&f1=3,103,6,8,НЕ,"град София, Дружба 2",2020,3-СТАЕН,Тухла,106000
12931,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156897132524237&slink=6043hx&f1=3,103,5,6,Лок.отопл.,"град София, Дружба 2",2019,3-СТАЕН,Тухла,132799
12932,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160269464406915&slink=6043hx&f1=3,103,2,4,Лок.отопл.,"град София, Дървеница",2021,3-СТАЕН,Тухла,117000
12933,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160158103955517&slink=6043hx&f1=3,103,2,6,ДА,"град София, Красно село",0,3-СТАЕН,Тухла,121500
12934,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160275587038518&slink=6043hx&f1=3,103,9,11,Лок.отопл.,"град София, Красно село",1990,3-СТАЕН,ЕПК,127990
12935,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160224671938535&slink=6043hx&f1=3,103,9,11,,"град София, Красно село",1987,3-СТАЕН,ЕПК,128000
12936,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158684489639057&slink=6043hx&f1=3,103,2,6,,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,99629
12937,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160130135000514&slink=6043hx&f1=3,103,3,7,,"град София, Кръстова вада",0,3-СТАЕН,Тухла,99629
12938,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158705839484872&slink=6043hx&f1=3,103,2,6,НЕ,"град София, Кръстова вада",0,3-СТАЕН,Тухла,99629
12939,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157969506214003&slink=6043hx&f1=3,103,4,6,Лок.отопл.,"град София, Кръстова вада",2022,3-СТАЕН,Тухла,99697
12940,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159716795373703&slink=6043hx&f1=3,103,2,6,,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,105863
12941,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158255234344960&slink=6043hx&f1=3,103,3,7,,"град София, Кръстова вада",0,3-СТАЕН,Тухла,106172
12942,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158074015289465&slink=6043hx&f1=3,103,4,6,Лок.отопл.,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,109318
12943,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159716819146381&slink=6043hx&f1=3,103,3,6,,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,114463
12944,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156224707450848&slink=6043hx&f1=3,103,4,6,НЕ,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,117900
12945,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156224455013374&slink=6043hx&f1=3,103,2,6,НЕ,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,128900
12946,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157544969367060&slink=6043hx&f1=3,103,2,6,Лок.отопл.,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,128900
12947,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159914156807717&slink=6043hx&f1=3,103,3,6,Лок.отопл.,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,133900
12948,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160322936861165&slink=6043hx&f1=3,103,3,3,НЕ,"град София, Кръстова вада",0,3-СТАЕН,Тухла,139320
12949,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160145396954465&slink=6043hx&f1=3,103,6,6,НЕ,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,146428
12950,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158936378861483&slink=6043hx&f1=3,103,5,10,ДА,"град София, Лагера",2020,3-СТАЕН,Тухла,118450
12951,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160156175105663&slink=6043hx&f1=3,103,5,10,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,118970
12952,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158402888115747&slink=6043hx&f1=3,103,4,7,,"град София, Лагера",2020,3-СТАЕН,Тухла,121000
12953,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c153451418406111&slink=6043hx&f1=3,103,5,7,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,124000
12954,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157366737942579&slink=6043hx&f1=3,103,5,7,ДА,"град София, Лагера",0,3-СТАЕН,Тухла,124300
12955,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157477798011414&slink=6043hx&f1=3,103,4,7,ДА,"град София, Лагера",2021,3-СТАЕН,Тухла,125000
12956,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159603452281328&slink=6043hx&f1=3,103,11,16,НЕ,"град София, Люлин 2",1970,3-СТАЕН,ЕПК,87999
12957,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159526886756061&slink=6043hx&f1=3,103,11,16,НЕ,"град София, Люлин 2",0,3-СТАЕН,ЕПК,0
12958,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158540882085662&slink=6043hx&f1=3,103,3,4,,"град София, м-т Детски град",2021,3-СТАЕН,Тухла,109000
12959,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159714927504401&slink=6043hx&f1=3,103,5,6,ДА,"град София, Малинова долина",2022,3-СТАЕН,Тухла,100000
12960,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158462271729800&slink=6043hx&f1=3,103,5,7,НЕ,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,112300
12961,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159108302657225&slink=6043hx&f1=3,103,2,6,НЕ,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,126900
12962,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159497840124978&slink=6043hx&f1=3,103,2,5,НЕ,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,129990
12963,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160344174427707&slink=6043hx&f1=3,103,2,6,НЕ,"град София, Манастирски ливади",2009,3-СТАЕН,Тухла,136800
12964,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160276439975671&slink=6043hx&f1=4,103,2,5,НЕ,"град София, Манастирски ливади",2009,3-СТАЕН,Тухла,145000
12965,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160086481155456&slink=6043hx&f1=4,103,0,0,,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,190000
12966,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159077426567892&slink=6043hx&f1=4,103,3,5,,"град София, Манастирски ливади",2013,3-СТАЕН,Тухла,265000
