Id,Url,Size,Floor,TotalFloors,CentralHeating,District,Year,Type,BuildingType,Price
4787,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153234658140517&slink=60406q&f1=5,68,1,5,,"град София, Малинова долина",2019,2-СТАЕН,Тухла,54900
4788,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159827828637848&slink=60406q&f1=5,68,5,6,,"град София, Малинова долина",2021,2-СТАЕН,Тухла,59160
4789,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159636412418998&slink=60406q&f1=5,68,5,6,,"град София, Малинова долина",2020,2-СТАЕН,Тухла,59160
4790,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159975201417752&slink=60406q&f1=5,68,1,6,ДА,"град София, Малинова долина",2021,2-СТАЕН,Тухла,61999
4791,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160274742967683&slink=60406q&f1=5,68,5,5,НЕ,"град София, Малинова долина",2021,2-СТАЕН,Тухла,69500
4792,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159067399522357&slink=60406q&f1=5,68,2,4,Лок.отопл.,"град София, Малинова долина",0,2-СТАЕН,Тухла,72000
4793,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160060568429362&slink=60406q&f1=5,68,2,6,,"град София, Малинова долина",2021,2-СТАЕН,Тухла,73000
4794,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160206813693577&slink=60406q&f1=5,68,3,4,,"град София, Малинова долина",2020,2-СТАЕН,Тухла,88940
4795,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157910024582921&slink=60406q&f1=5,68,4,6,ДА,"град София, Манастирски ливади",2022,2-СТАЕН,Тухла,59990
4796,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159488675919749&slink=60406q&f1=5,68,1,4,НЕ,"град София, Манастирски ливади",2021,2-СТАЕН,Тухла,61273
4797,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157582999445299&slink=60406q&f1=5,68,4,6,,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,68000
4798,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159609843702068&slink=60406q&f1=5,68,4,6,НЕ,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,70990
4799,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160095158959850&slink=60406q&f1=5,68,1,4,НЕ,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,71780
4800,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157977697465288&slink=60406q&f1=5,68,4,5,Лок.отопл.,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,78000
4801,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159497292707519&slink=60406q&f1=5,68,4,5,,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,78500
4802,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159731974528697&slink=60406q&f1=5,68,8,10,,"град София, Манастирски ливади",0,2-СТАЕН,Тухла,81911
4803,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159533657827555&slink=60406q&f1=5,68,2,6,Лок.отопл.,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,82300
4804,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157435212955352&slink=60406q&f1=5,68,0,0,НЕ,"град София, Манастирски ливади",0,2-СТАЕН,Тухла,108000
4805,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155014628487291&slink=60406q&f1=5,68,4,8,ДА,"град София, Младост 1",1980,2-СТАЕН,Панел,74880
4806,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158029453710857&slink=60406q&f1=5,68,2,7,ДА,"град София, Младост 1",1966,2-СТАЕН,Тухла,86000
4807,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153077439177557&slink=60406q&f1=5,68,2,8,ДА,"град София, Младост 2",1980,2-СТАЕН,Панел,79800
4808,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160018327007721&slink=60406q&f1=5,68,3,5,НЕ,"град София, Младост 2",2015,2-СТАЕН,Тухла,98990
4809,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b147523558434037&slink=60406q&f1=5,68,1,12,ДА,"град София, Младост 3",1984,2-СТАЕН,ЕПК,73900
4810,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159741790209135&slink=60406q&f1=5,68,5,8,,"град София, Младост 3",1985,2-СТАЕН,Панел,85000
4811,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160079307579286&slink=60406q&f1=5,68,5,9,,"град София, Младост 4",2020,2-СТАЕН,Тухла,79297
4812,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155126793797759&slink=60406q&f1=5,68,7,9,Прокарва се,"град София, Младост 4",2021,2-СТАЕН,Тухла,81000
4813,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159801436166999&slink=60406q&f1=5,68,8,8,ДА,"град София, Младост 4",1985,2-СТАЕН,Панел,86800
4814,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160087039510431&slink=60406q&f1=5,68,2,8,НЕ,"град София, Модерно предградие",1998,2-СТАЕН,Панел,59500
4815,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b131842583248404&slink=60406q&f1=5,68,4,8,ДА,"град София, Надежда 1",1989,2-СТАЕН,Панел,69999
4816,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160222360471524&slink=60406q&f1=6,68,4,8,ДА,"град София, Надежда 1",1980,2-СТАЕН,Панел,72490
4817,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160266470209087&slink=60406q&f1=6,68,3,7,НЕ,"град София, Надежда 1",0,2-СТАЕН,Тухла,81878
4818,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158221745935241&slink=60406q&f1=6,68,1,6,ДА,"град София, Надежда 2",0,2-СТАЕН,Тухла,51000
4819,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154722337835437&slink=60406q&f1=6,68,7,7,ДА,"град София, Надежда 2",1982,2-СТАЕН,Панел,59800
4820,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b131954235591760&slink=60406q&f1=6,68,5,6,ДА,"град София, Надежда 2",2020,2-СТАЕН,Тухла,60000
4821,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160266655026594&slink=60406q&f1=6,68,8,8,,"град София, Надежда 2",1989,2-СТАЕН,Панел,62000
4822,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160192587033611&slink=60406q&f1=6,68,13,13,ДА,"град София, Надежда 2",0,2-СТАЕН,ЕПК,75000
4823,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158215872649578&slink=60406q&f1=6,68,2,6,,"град София, Надежда 3",2020,2-СТАЕН,Тухла,55654
4824,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156889865842604&slink=60406q&f1=6,68,2,9,ДА,"град София, Надежда 3",2018,2-СТАЕН,Тухла,57240
4825,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155263393973389&slink=60406q&f1=6,68,2,9,ДА,"град София, Надежда 3",2021,2-СТАЕН,Тухла,57300
4826,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159281618881271&slink=60406q&f1=6,68,2,9,,"град София, Надежда 3",2021,2-СТАЕН,Тухла,57300
4827,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b155263888251604&slink=60406q&f1=6,68,2,9,ДА,"град София, Надежда 3",2021,2-СТАЕН,Тухла,57300
4828,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159920920015052&slink=60406q&f1=6,68,2,8,ДА,"град София, Надежда 3",1982,2-СТАЕН,Панел,68700
4829,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159186499871450&slink=60406q&f1=6,68,2,6,Лок.отопл.,"град София, Надежда 4",2021,2-СТАЕН,Тухла,55300
4830,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159964834225303&slink=60406q&f1=6,68,4,6,НЕ,"град София, Надежда 4",2021,2-СТАЕН,Тухла,55456
4831,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160215518932975&slink=60406q&f1=6,68,2,5,НЕ,"град София, Надежда 4",2021,2-СТАЕН,Тухла,55600
4832,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160137846311034&slink=60406q&f1=6,68,2,5,,"град София, Надежда 4",2020,2-СТАЕН,Тухла,55653
4833,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160136957453133&slink=60406q&f1=6,68,2,6,НЕ,"град София, Надежда 4",2021,2-СТАЕН,Тухла,55653
4834,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160348023019307&slink=60406q&f1=6,68,0,0,ДА,"град София, Надежда 4",0,2-СТАЕН,Тухла,55654
4835,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159126980765220&slink=60406q&f1=6,68,2,6,,"град София, Надежда 4",2021,2-СТАЕН,Тухла,55654
4836,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159059708549885&slink=60406q&f1=6,68,3,6,НЕ,"град София, Надежда 4",2021,2-СТАЕН,Тухла,55660
4837,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160262088842693&slink=60406q&f1=6,68,2,6,,"град София, Надежда 4",2021,2-СТАЕН,Тухла,55660
4838,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159559825153002&slink=60406q&f1=6,68,1,4,ДА,"град София, Надежда 4",1978,2-СТАЕН,Панел,71500
4839,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160146310766347&slink=60406q&f1=6,68,6,6,ДА,"град София, Обеля",2020,2-СТАЕН,Тухла,58360
4840,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160344984426652&slink=60406q&f1=6,68,6,8,ДА,"град София, Обеля 1",1992,2-СТАЕН,Панел,56500
4841,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160346241212920&slink=60406q&f1=6,68,6,6,ДА,"град София, Обеля 1",0,2-СТАЕН,Тухла,58360
4842,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160042003604755&slink=60406q&f1=6,68,6,6,ДА,"град София, Обеля 1",2020,2-СТАЕН,Тухла,58360
4843,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159766250552904&slink=60406q&f1=6,68,6,6,ДА,"град София, Обеля 1",0,2-СТАЕН,Тухла,58360
4844,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159490238543060&slink=60406q&f1=6,68,7,7,ДА,"град София, Обеля 1",2020,2-СТАЕН,Тухла,66000
4845,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159353244206455&slink=60406q&f1=6,68,1,8,ДА,"град София, Обеля 1",1990,2-СТАЕН,Панел,68999
4846,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157573348730108&slink=60406q&f1=6,68,2,7,ДА,"град София, Обеля 2",2020,2-СТАЕН,Тухла,51030
4847,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160336868287934&slink=60406q&f1=6,68,5,9,,"град София, Оборище",2010,2-СТАЕН,Тухла,140000
4848,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158696788784536&slink=60406q&f1=6,68,2,6,НЕ,"град София, Овча купел",1900,2-СТАЕН,Тухла,57400
4849,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156404352353990&slink=60406q&f1=6,68,5,6,,"град София, Овча купел",0,2-СТАЕН,Тухла,57500
4850,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160276686413187&slink=60406q&f1=6,68,1,6,,"град София, Овча купел",0,2-СТАЕН,Тухла,57800
4851,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160310857731454&slink=60406q&f1=6,68,1,5,,"град София, Овча купел",2021,2-СТАЕН,Тухла,58738
4852,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160310857549676&slink=60406q&f1=6,68,1,5,,"град София, Овча купел",2021,2-СТАЕН,Тухла,58738
4853,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159317490826391&slink=60406q&f1=6,68,3,5,НЕ,"град София, Овча купел",0,2-СТАЕН,Тухла,60000
4854,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158918553378574&slink=60406q&f1=6,68,5,6,НЕ,"град София, Овча купел",2022,2-СТАЕН,Тухла,66189
4855,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160128781921194&slink=60406q&f1=6,68,8,8,ДА,"град София, Овча купел",1989,2-СТАЕН,Панел,67500
4856,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b150485820707808&slink=60406q&f1=7,68,2,5,,"град София, Овча купел",2017,2-СТАЕН,Тухла,69000
4857,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159064881585871&slink=60406q&f1=7,68,3,6,НЕ,"град София, Овча купел",2022,2-СТАЕН,Тухла,70917
4858,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159764708330130&slink=60406q&f1=7,68,1,5,,"град София, Овча купел",2020,2-СТАЕН,Тухла,74000
4859,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159827028914472&slink=60406q&f1=7,68,1,5,,"град София, Овча купел",2020,2-СТАЕН,Тухла,74000
4860,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159800892951226&slink=60406q&f1=7,68,1,5,,"град София, Овча купел",2020,2-СТАЕН,Тухла,74000
4861,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160276901147168&slink=60406q&f1=7,68,3,3,НЕ,"град София, Овча купел",2020,2-СТАЕН,Тухла,81552
4862,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160197882118563&slink=60406q&f1=7,68,1,5,НЕ,"град София, Овча купел",2020,2-СТАЕН,Тухла,82000
4863,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160276745146056&slink=60406q&f1=7,68,3,8,ДА,"град София, Овча купел 1",1990,2-СТАЕН,Панел,76300
4864,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160198096684825&slink=60406q&f1=7,68,3,8,ДА,"град София, Овча купел 1",1990,2-СТАЕН,Панел,76300
4865,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160086043554570&slink=60406q&f1=7,68,3,8,ДА,"град София, Овча купел 1",1991,2-СТАЕН,Панел,76500
4866,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160197932807152&slink=60406q&f1=7,68,3,8,ДА,"град София, Овча купел 1",1991,2-СТАЕН,Панел,76500
4867,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160190150232715&slink=60406q&f1=7,68,2,6,Лок.отопл.,"град София, Овча купел 2",2020,2-СТАЕН,Тухла,57400
4868,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160190231220439&slink=60406q&f1=7,68,3,6,Лок.отопл.,"град София, Овча купел 2",2020,2-СТАЕН,Тухла,58000
4869,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160199263976293&slink=60406q&f1=7,68,3,5,,"град София, Орландовци",0,2-СТАЕН,Панел,56000
4870,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159281260513627&slink=60406q&f1=7,68,4,6,Лок.отопл.,"град София, Павлово",2020,2-СТАЕН,Тухла,81600
4871,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b154765305629074&slink=60406q&f1=7,68,3,5,,"град София, Павлово",2019,2-СТАЕН,Тухла,84500
4872,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b153789168391119&slink=60406q&f1=7,68,4,6,,"град София, Павлово",2020,2-СТАЕН,Тухла,84500
4873,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158626293190570&slink=60406q&f1=7,68,3,5,НЕ,"град София, Павлово",2020,2-СТАЕН,Тухла,84900
4874,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159981143963219&slink=60406q&f1=7,68,3,6,,"град София, Павлово",2020,2-СТАЕН,Тухла,84900
4875,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159006138209920&slink=60406q&f1=7,68,3,5,,"град София, Павлово",2020,2-СТАЕН,Тухла,84900
4876,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160328242885524&slink=60406q&f1=7,68,4,5,,"град София, Павлово",2020,2-СТАЕН,Тухла,90000
4877,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160132015202932&slink=60406q&f1=7,68,7,8,ДА,"град София, ПЗ Хладилника",2020,2-СТАЕН,Тухла,88500
4878,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159065340996397&slink=60406q&f1=7,68,2,4,,"град София, Подуяне",1968,2-СТАЕН,Тухла,65000
4879,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159981760734277&slink=60406q&f1=7,68,1,6,ДА,"град София, Разсадника",2021,2-СТАЕН,Тухла,64900
4880,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157555764258416&slink=60406q&f1=7,68,4,9,,"град София, Разсадника",1989,2-СТАЕН,ЕПК,72200
4881,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157605817298223&slink=60406q&f1=7,68,6,9,ДА,"град София, Разсадника",2019,2-СТАЕН,Тухла,75000
4882,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160328384616306&slink=60406q&f1=7,68,7,7,ДА,"град София, Редута",0,2-СТАЕН,Панел,100000
4883,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b147523933908611&slink=60406q&f1=7,68,7,7,ДА,"град София, Света Троица",1983,2-СТАЕН,Панел,67500
4884,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156282019757651&slink=60406q&f1=7,68,4,8,ДА,"град София, Света Троица",1982,2-СТАЕН,Панел,71770
4885,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157892890401468&slink=60406q&f1=7,68,7,15,ДА,"град София, Света Троица",1980,2-СТАЕН,ЕПК,83000
4886,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b150202615961148&slink=60406q&f1=7,68,3,6,ДА,"град София, Свобода",1973,2-СТАЕН,Панел,55500
4887,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158376815100302&slink=60406q&f1=7,68,1,5,ДА,"град София, Сердика",2019,2-СТАЕН,Тухла,83500
4888,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159497730651979&slink=60406q&f1=7,68,2,5,,"град София, Симеоново",0,2-СТАЕН,Тухла,92000
4889,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158962190503314&slink=60406q&f1=7,68,2,5,,"град София, Симеоново",2017,2-СТАЕН,Тухла,92165
4890,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159739672937795&slink=60406q&f1=7,68,5,7,,"град София, Слатина",2020,2-СТАЕН,Тухла,75000
4891,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159731000967666&slink=60406q&f1=7,68,5,7,,"град София, Слатина",2020,2-СТАЕН,Тухла,75000
4892,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158955094011623&slink=60406q&f1=7,68,2,5,ДА,"град София, Слатина",2020,2-СТАЕН,Тухла,78717
4893,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b147929739325961&slink=60406q&f1=7,68,4,6,Лок.отопл.,"град София, Стрелбище",2019,2-СТАЕН,Тухла,101350
4894,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159635758383307&slink=60406q&f1=7,68,4,6,,"град София, Студентски град",2020,2-СТАЕН,Тухла,59160
4895,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159981044680769&slink=60406q&f1=7,68,1,6,,"град София, Студентски град",2020,2-СТАЕН,Тухла,60000
4896,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158996258582946&slink=60406q&f1=8,68,2,6,,"град София, Студентски град",2020,2-СТАЕН,Тухла,60520
4897,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158168146416755&slink=60406q&f1=8,68,4,9,ДА,"град София, Студентски град",2020,2-СТАЕН,Тухла,64975
4898,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158617041812123&slink=60406q&f1=8,68,2,6,Лок.отопл.,"град София, Студентски град",0,2-СТАЕН,Тухла,68250
4899,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160138951683786&slink=60406q&f1=8,68,3,6,ДА,"град София, Студентски град",2020,2-СТАЕН,Тухла,74000
4900,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159368654980604&slink=60406q&f1=8,68,2,6,,"град София, Студентски град",2021,2-СТАЕН,Тухла,78600
4901,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160310428657997&slink=60406q&f1=8,68,5,8,ДА,"град София, Студентски град",2020,2-СТАЕН,Тухла,81552
4902,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157259763566135&slink=60406q&f1=8,68,1,8,ДА,"град София, Студентски град",2020,2-СТАЕН,Тухла,81600
4903,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160310361089586&slink=60406q&f1=8,68,6,14,Лок.отопл.,"град София, Студентски град",2019,2-СТАЕН,Тухла,82500
4904,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158308436461844&slink=60406q&f1=8,68,2,4,,"град София, Сухата река",1964,2-СТАЕН,Тухла,65000
4905,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160234744820261&slink=60406q&f1=8,68,3,8,ДА,"град София, Сухата река",1970,2-СТАЕН,Панел,74999
4906,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160310665783011&slink=60406q&f1=8,68,4,6,ДА,"град София, Толстой",1968,2-СТАЕН,Панел,58500
4907,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160235955218396&slink=60406q&f1=8,68,4,6,ДА,"град София, Толстой",1968,2-СТАЕН,Панел,58500
4908,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160335309332707&slink=60406q&f1=8,68,4,6,ДА,"град София, Толстой",1968,2-СТАЕН,Панел,59500
4909,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160309848573611&slink=60406q&f1=8,68,4,6,ДА,"град София, Толстой",1968,2-СТАЕН,Панел,59500
4910,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160328027086009&slink=60406q&f1=8,68,3,8,ДА,"град София, Фондови жилища",1982,2-СТАЕН,Панел,75000
4911,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159197098035336&slink=60406q&f1=8,68,5,8,ДА,"град София, Хаджи Димитър",1984,2-СТАЕН,Панел,67770
4912,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156804329273863&slink=60406q&f1=8,68,1,8,ДА,"град София, Хаджи Димитър",1984,2-СТАЕН,Панел,68900
4913,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160284776683286&slink=60406q&f1=8,68,2,6,ДА,"град София, Хаджи Димитър",1980,2-СТАЕН,Панел,82000
4914,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b158584177619971&slink=60406q&f1=8,68,2,7,,"град София, Център",2022,2-СТАЕН,Тухла,78189
4915,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b150485886054842&slink=60406q&f1=8,68,4,6,ДА,"град София, Център",2020,2-СТАЕН,Тухла,86700
4916,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160337263740993&slink=60406q&f1=8,68,3,5,,"град София, Център",2020,2-СТАЕН,Тухла,87500
4917,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159522725436771&slink=60406q&f1=8,68,1,5,ДА,"град София, Център",1963,2-СТАЕН,Тухла,99999
4918,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157622898994299&slink=60406q&f1=8,68,3,6,,"град София, Център",1932,2-СТАЕН,Тухла,109200
4919,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159134549308508&slink=60406q&f1=8,68,5,7,ДА,"град София, Център",2020,2-СТАЕН,Тухла,109480
4920,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b156480950647398&slink=60406q&f1=8,68,5,6,,"град София, Център",0,2-СТАЕН,Тухла,129000
4921,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160060323510972&slink=60406q&f1=8,68,1,5,,"град София, Център",1962,2-СТАЕН,Тухла,144000
4922,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159077257314054&slink=60406q&f1=8,68,3,6,,"град София, Център",0,2-СТАЕН,Тухла,199000
4923,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160344364726653&slink=60406q&f1=8,68,2,6,ДА,"град София, Център",1945,2-СТАЕН,Тухла,209000
4924,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159930134396004&slink=60406q&f1=8,68,3,6,ДА,"град София, Яворов",1962,2-СТАЕН,Тухла,105000
4925,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c157667172870288&slink=60406q&f1=8,68,6,7,ДА,"град София, Бъкстон",1980,3-СТАЕН,Панел,124000
4926,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c147334548156732&slink=60406q&f1=8,68,10,13,НЕ,"град София, Витоша",2019,3-СТАЕН,Тухла,115000
4927,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c145736171009416&slink=60406q&f1=8,68,12,13,НЕ,"град София, Витоша",2019,3-СТАЕН,Тухла,150000
4928,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160326458176621&slink=60406q&f1=8,68,9,9,ДА,"град София, Дружба 2",1985,3-СТАЕН,Панел,88000
4929,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160265875872520&slink=60406q&f1=8,68,2,4,ДА,"град София, Западен парк",1970,3-СТАЕН,Тухла,74990
4930,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156094554853844&slink=60406q&f1=8,68,4,4,ДА,"град София, Захарна фабрика",1965,3-СТАЕН,Тухла,72800
4931,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c146097276887068&slink=60406q&f1=8,68,7,7,,"град София, Иван Вазов",1986,3-СТАЕН,Панел,113500
4932,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160310853708307&slink=60406q&f1=8,68,4,4,ДА,"град София, Красна поляна 2",1985,3-СТАЕН,Тухла,92000
4933,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156551955989806&slink=60406q&f1=8,68,6,6,ДА,"град София, Люлин 1",0,3-СТАЕН,Тухла,64990
4934,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c158565371359512&slink=60406q&f1=8,68,3,8,,"град София, Люлин 10",1985,3-СТАЕН,Панел,102000
4935,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159334492331738&slink=60406q&f1=8,68,3,8,,"град София, Люлин 2",0,3-СТАЕН,Панел,75000
4936,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c160181688451088&slink=60406q&f1=9,68,2,8,ДА,"град София, Люлин 3",1980,3-СТАЕН,Панел,85000
4937,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159980745110226&slink=60406q&f1=9,68,6,9,,"град София, Люлин 6",2020,3-СТАЕН,Тухла,65000
4938,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159292171651968&slink=60406q&f1=9,68,2,14,ДА,"град София, Люлин 7",1986,3-СТАЕН,ЕПК,99000
