Size,Floor,TotalFloors,CentralHeating,District,Year,Type,BuildingType,Price
60,2,5,НЕ,"град София, Бояна",2010,1-СТАЕН,Тухла,74000
60,0,0,,"град София, Витоша",2021,1-СТАЕН,Тухла,35990
60,3,7,,"град София, Витоша",2018,1-СТАЕН,Тухла,46480
60,0,0,,"град София, Изток",2010,1-СТАЕН,Тухла,65000
60,6,6,Лок.отопл.,"град София, Кръстова вада",2016,1-СТАЕН,Тухла,72226
60,2,4,НЕ,"град София, Люлин 2",2019,1-СТАЕН,Тухла,45122
60,0,0,,"град София, Манастирски ливади",2018,1-СТАЕН,Тухла,50221
60,1,5,,"град София, Манастирски ливади",2019,1-СТАЕН,Тухла,65000
60,3,5,ДА,"град София, Център",1950,1-СТАЕН,Тухла,127000
60,0,0,,"град София, Банишора",2019,2-СТАЕН,Тухла,58200
60,3,3,,"град София, Банишора",1912,2-СТАЕН,Тухла,59999
60,2,12,ДА,"град София, Банишора",1991,2-СТАЕН,ЕПК,69900
60,4,5,ДА,"град София, Банишора",2019,2-СТАЕН,Тухла,77000
60,4,5,Прокарва се,"град София, Банишора",1985,2-СТАЕН,Тухла,78000
60,2,7,,"град София, Банишора",2019,2-СТАЕН,Тухла,95000
60,4,9,ДА,"град София, Борово",1966,2-СТАЕН,Панел,69000
60,4,6,НЕ,"град София, Борово",2006,2-СТАЕН,Тухла,108999
60,5,5,,"град София, Бояна",2019,2-СТАЕН,Тухла,59500
60,3,3,,"град София, Бояна",1960,2-СТАЕН,Тухла,66800
60,1,2,Лок.отопл.,"град София, Бояна",2012,2-СТАЕН,Тухла,85000
60,2,4,,"град София, Бояна",2019,2-СТАЕН,Тухла,86290
60,2,9,Прокарва се,"град София, Бъкстон",2018,2-СТАЕН,Тухла,78000
60,0,0,,"град София, Витоша",2021,2-СТАЕН,Тухла,36360
60,1,4,,"град София, Витоша",2020,2-СТАЕН,Тухла,60000
60,4,5,Лок.отопл.,"град София, Витоша",2009,2-СТАЕН,Тухла,85900
60,4,5,НЕ,"град София, Витоша",2009,2-СТАЕН,Тухла,86000
60,4,5,,"град София, Витоша",2009,2-СТАЕН,Тухла,86000
60,1,4,НЕ,"град София, Враждебна",2020,2-СТАЕН,Тухла,43997
60,0,0,,"град София, Връбница 2",2019,2-СТАЕН,Тухла,45100
60,5,7,ДА,"град София, Връбница 2",2019,2-СТАЕН,Тухла,58000
60,5,5,ДА,"град София, Гео Милев",1980,2-СТАЕН,Тухла,62000
60,7,7,ДА,"град София, Гео Милев",1962,2-СТАЕН,Тухла,74500
60,6,7,,"град София, Гео Милев",1997,2-СТАЕН,Тухла,77000
60,1,4,ДА,"град София, Гео Милев",1964,2-СТАЕН,Тухла,90000
60,4,4,ДА,"град София, Гео Милев",1960,2-СТАЕН,Тухла,125000
60,0,0,,"град София, Горубляне",2012,2-СТАЕН,Тухла,57000
60,5,6,,"град София, Гоце Делчев",2018,2-СТАЕН,Тухла,56000
60,8,8,ДА,"град София, Гоце Делчев",1975,2-СТАЕН,Панел,65999
60,1,3,ДА,"град София, Докторски паметник",1930,2-СТАЕН,Тухла,89600
60,2,5,ДА,"град София, Докторски паметник",1950,2-СТАЕН,Тухла,175000
60,2,5,Лок.отопл.,"град София, Докторски паметник",1975,2-СТАЕН,Тухла,194999
60,5,6,НЕ,"град София, Дружба 1",1969,2-СТАЕН,Панел,48000
60,2,6,,"град София, Дружба 1",2020,2-СТАЕН,Тухла,57850
60,4,4,,"град София, Дружба 1",1960,2-СТАЕН,Тухла,59000
60,1,10,НЕ,"град София, Дружба 1",2014,2-СТАЕН,Тухла,65000
60,1,6,ДА,"град София, Дружба 1",1968,2-СТАЕН,Панел,65000
60,1,6,ДА,"град София, Дружба 1",1972,2-СТАЕН,Панел,65000
60,0,0,НЕ,"град София, Дружба 1",2010,2-СТАЕН,Тухла,67000
60,0,0,,"град София, Дружба 1",2013,2-СТАЕН,Тухла,67000
60,4,6,ДА,"град София, Дружба 1",1968,2-СТАЕН,Панел,69000
60,4,6,ДА,"град София, Дружба 1",1968,2-СТАЕН,Панел,69000
60,4,6,ДА,"град София, Дружба 1",1975,2-СТАЕН,Панел,69000
60,4,6,ДА,"град София, Дружба 1",1968,2-СТАЕН,Панел,69000
60,4,6,ДА,"град София, Дружба 1",1969,2-СТАЕН,Панел,69000
60,0,0,,"град София, Дружба 1",2017,2-СТАЕН,Тухла,71500
60,3,6,ДА,"град София, Дружба 2",2019,2-СТАЕН,Тухла,61900
60,4,6,ДА,"град София, Дружба 2",2019,2-СТАЕН,Тухла,62900
60,3,8,ДА,"град София, Дружба 2",1984,2-СТАЕН,Панел,76500
60,3,8,ДА,"град София, Дружба 2",1986,2-СТАЕН,Панел,77000
60,4,5,,"град София, Дървеница",2019,2-СТАЕН,Тухла,75970
60,3,6,ДА,"град София, Дървеница",2019,2-СТАЕН,Тухла,76990
60,2,9,ДА,"град София, Захарна фабрика",1966,2-СТАЕН,Тухла,72000
60,8,8,ДА,"град София, Зона Б-5-3",2020,2-СТАЕН,Тухла,65500
60,5,5,ДА,"град София, Изток",1960,2-СТАЕН,Тухла,102990
60,4,8,ДА,"град София, Изток",2019,2-СТАЕН,Тухла,112300
60,3,5,ДА,"град София, Изток",1964,2-СТАЕН,Тухла,119000
60,3,4,ДА,"град София, Изток",1970,2-СТАЕН,Тухла,119000
60,5,7,ДА,"град София, Изток",1962,2-СТАЕН,Тухла,140000
60,2,8,,"град София, Княжево",2014,2-СТАЕН,Тухла,50500
60,3,3,Лок.отопл.,"град София, Княжево",1960,2-СТАЕН,Тухла,66800
60,5,5,Лок.отопл.,"град София, Княжево",2020,2-СТАЕН,Тухла,75000
60,3,3,НЕ,"град София, Красна поляна 1",1967,2-СТАЕН,Тухла,53000
60,4,8,ДА,"град София, Красно село",1980,2-СТАЕН,Тухла,79900
60,2,7,,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,57000
60,2,10,,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,66000
60,4,6,,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,67000
60,1,7,ДА,"град София, Кръстова вада",2018,2-СТАЕН,Тухла,68000
60,0,0,Лок.отопл.,"град София, Кръстова вада",2018,2-СТАЕН,Тухла,68000
60,1,5,Лок.отопл.,"град София, Кръстова вада",2018,2-СТАЕН,Тухла,68000
60,4,6,ДА,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,68900
60,2,5,Лок.отопл.,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,70000
60,3,5,Лок.отопл.,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,72500
60,7,7,ДА,"град София, Лагера",2021,2-СТАЕН,Тухла,70600
60,2,10,ДА,"град София, Лагера",1981,2-СТАЕН,ЕПК,80000
60,7,7,Лок.отопл.,"град София, Лагера",2004,2-СТАЕН,Тухла,85000
60,6,9,,"град София, Лагера",2019,2-СТАЕН,Тухла,89000
60,5,9,ДА,"град София, Лагера",2019,2-СТАЕН,Тухла,89000
60,6,6,,"град София, Левски",2019,2-СТАЕН,Тухла,42600
60,6,9,,"град София, Левски Г",2021,2-СТАЕН,Тухла,44630
60,1,4,ДА,"град София, Левски Г",2007,2-СТАЕН,Тухла,92000
60,2,6,,"град София, Люлин - център",2020,2-СТАЕН,Тухла,64100
60,7,7,ДА,"град София, Люлин 1",1980,2-СТАЕН,Тухла,50000
60,4,8,ДА,"град София, Люлин 10",1982,2-СТАЕН,Панел,65000
60,4,8,ДА,"град София, Люлин 10",1982,2-СТАЕН,Панел,65000
60,2,3,,"град София, Люлин 10",2007,2-СТАЕН,Тухла,71000
60,3,5,ДА,"град София, Люлин 2",2020,2-СТАЕН,Тухла,45600
60,2,14,,"град София, Люлин 4",1980,2-СТАЕН,ЕПК,61000
60,2,14,,"град София, Люлин 4",1980,2-СТАЕН,ЕПК,61300
60,2,14,ДА,"град София, Люлин 4",1984,2-СТАЕН,ЕПК,62000
60,14,16,ДА,"град София, Люлин 7",1985,2-СТАЕН,ЕПК,75000
60,1,5,,"град София, Малинова долина",2019,2-СТАЕН,Тухла,47700
60,1,5,,"град София, Малинова долина",2019,2-СТАЕН,Тухла,47900
60,2,6,,"град София, Малинова долина",2019,2-СТАЕН,Тухла,48500
60,3,5,НЕ,"град София, Малинова долина",2019,2-СТАЕН,Тухла,52800
60,1,4,Лок.отопл.,"град София, Малинова долина",2020,2-СТАЕН,Тухла,54990
60,1,4,,"град София, Малинова долина",2020,2-СТАЕН,Тухла,54990
60,2,5,Лок.отопл.,"град София, Малинова долина",2020,2-СТАЕН,Тухла,59900
60,5,6,Прокарва се,"град София, Малинова долина",2019,2-СТАЕН,Тухла,60000
60,2,5,,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,51445
60,0,0,,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,52242
60,0,0,Лок.отопл.,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,57647
60,3,4,НЕ,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,60000
60,1,5,НЕ,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,60500
60,2,4,НЕ,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,60822
60,2,3,Лок.отопл.,"град София, Манастирски ливади",2019,2-СТАЕН,Тухла,60900
60,2,8,НЕ,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,67000
60,2,7,НЕ,"град София, Манастирски ливади",2018,2-СТАЕН,Тухла,68409
60,3,6,,"град София, Манастирски ливади",2007,2-СТАЕН,Тухла,91500
60,2,5,,"град София, Манастирски ливади",2018,2-СТАЕН,Тухла,102000
60,7,8,ДА,"град София, Младост 1",1975,2-СТАЕН,Панел,72900
60,1,8,ДА,"град София, Младост 1",1970,2-СТАЕН,Панел,76000
60,1,8,ДА,"град София, Младост 1",1980,2-СТАЕН,Панел,79999
60,1,8,ДА,"град София, Младост 1",1975,2-СТАЕН,Панел,80000
60,8,8,ДА,"град София, Младост 1",1980,2-СТАЕН,Панел,82900
60,1,8,ДА,"град София, Младост 1",1974,2-СТАЕН,Панел,83000
60,3,9,,"град София, Младост 1",1986,2-СТАЕН,Панел,87000
60,3,5,НЕ,"град София, Младост 1",2014,2-СТАЕН,Тухла,133000
60,2,8,ДА,"град София, Мусагеница",1972,2-СТАЕН,Панел,73500
60,6,10,ДА,"град София, Надежда 1",2019,2-СТАЕН,Тухла,54000
60,0,0,,"град София, Надежда 2",2018,2-СТАЕН,Тухла,48000
60,4,4,,"град София, Надежда 2",1970,2-СТАЕН,Панел,50500
60,4,6,,"град София, Надежда 2",1989,2-СТАЕН,Панел,50500
60,6,7,ДА,"град София, Надежда 2",2019,2-СТАЕН,Тухла,60000
60,5,6,Лок.отопл.,"град София, Надежда 2",2014,2-СТАЕН,Тухла,65000
60,0,0,,"град София, Надежда 2",1983,2-СТАЕН,Панел,68000
60,4,8,,"град София, Надежда 3",1980,2-СТАЕН,Панел,59000
60,6,8,ДА,"град София, Надежда 3",1980,2-СТАЕН,Панел,59999
60,6,8,ДА,"град София, Надежда 3",1980,2-СТАЕН,Панел,60000
60,6,8,ДА,"град София, Надежда 3",1980,2-СТАЕН,Панел,60000
60,6,8,ДА,"град София, Надежда 3",1985,2-СТАЕН,Панел,60000
60,6,8,ДА,"град София, Надежда 3",1980,2-СТАЕН,Панел,60000
60,3,8,,"град София, Надежда 3",1980,2-СТАЕН,Панел,60000
60,2,4,ДА,"град София, Надежда 4",1978,2-СТАЕН,Панел,55000
60,6,8,ДА,"град София, Надежда 4",1973,2-СТАЕН,Панел,69200
60,1,4,Лок.отопл.,"град София, Обеля 1",2012,2-СТАЕН,Тухла,70000
60,1,6,Лок.отопл.,"град София, Обеля 1",2012,2-СТАЕН,Тухла,70000
60,3,7,ДА,"град София, Оборище",1999,2-СТАЕН,Тухла,112000
60,3,4,ДА,"град София, Оборище",1966,2-СТАЕН,Тухла,115000
60,3,7,,"град София, Овча купел",2018,2-СТАЕН,Тухла,53600
60,2,5,,"град София, Овча купел",2021,2-СТАЕН,Тухла,54900
60,2,6,ДА,"град София, Овча купел 2",2020,2-СТАЕН,Тухла,50473
60,1,8,ДА,"град София, Овча купел 2",1988,2-СТАЕН,Панел,72100
60,3,4,НЕ,"град София, Орландовци",2012,2-СТАЕН,Тухла,67000
60,2,5,,"град София, Орландовци",2012,2-СТАЕН,Тухла,75000
60,4,6,НЕ,"град София, Павлово",2019,2-СТАЕН,Тухла,65900
60,5,6,ДА,"град София, Павлово",2019,2-СТАЕН,Тухла,68590
60,4,6,ДА,"град София, Павлово",2019,2-СТАЕН,Тухла,68590
60,2,5,Лок.отопл.,"град София, Павлово",2019,2-СТАЕН,Тухла,70000
60,3,6,,"град София, Редута",2019,2-СТАЕН,Тухла,85000
60,2,15,,"град София, Света Троица",2019,2-СТАЕН,Тухла,62443
60,5,5,ДА,"град София, Света Троица",1976,2-СТАЕН,Тухла,63600
60,1,6,ДА,"град София, Свобода",1970,2-СТАЕН,Панел,52500
60,6,6,,"град София, Свобода",1965,2-СТАЕН,Панел,60000
60,2,6,ДА,"град София, Свобода",1968,2-СТАЕН,Панел,64990
60,2,6,ДА,"град София, Свобода",1968,2-СТАЕН,Панел,64990
60,2,6,ДА,"град София, Свобода",1970,2-СТАЕН,Панел,70000
60,8,8,ДА,"град София, Слатина",1983,2-СТАЕН,Панел,71999
60,3,6,НЕ,"град София, Студентски град",2019,2-СТАЕН,Тухла,58000
60,5,6,НЕ,"град София, Студентски град",2019,2-СТАЕН,Тухла,60000
60,12,16,,"град София, Студентски град",2018,2-СТАЕН,Тухла,69999
60,2,8,,"град София, Студентски град",2016,2-СТАЕН,Тухла,75500
60,2,4,,"град София, Сухата река",1964,2-СТАЕН,Панел,59000
60,2,8,ДА,"град София, Сухата река",1970,2-СТАЕН,Панел,60900
60,1,6,ДА,"град София, Толстой",1970,2-СТАЕН,Панел,52000
60,5,7,ДА,"град София, Фондови жилища",1980,2-СТАЕН,Панел,60000
60,3,6,,"град София, Хаджи Димитър",1968,2-СТАЕН,Панел,51300
60,5,7,Лок.отопл.,"град София, Хаджи Димитър",2019,2-СТАЕН,Тухла,60000
60,5,6,ДА,"град София, Хаджи Димитър",1970,2-СТАЕН,Панел,79000
60,2,6,,"град София, Хиподрума",2020,2-СТАЕН,Тухла,72000
60,2,9,ДА,"град София, Хиподрума",1996,2-СТАЕН,Тухла,72990
60,2,2,,"град София, Център",1929,2-СТАЕН,Тухла,70000
60,4,7,ДА,"град София, Център",2019,2-СТАЕН,Тухла,73880
60,3,5,ДА,"град София, Център",1954,2-СТАЕН,Тухла,80000
60,2,7,ДА,"град София, Център",2018,2-СТАЕН,Тухла,83000
60,2,5,,"град София, Център",2005,2-СТАЕН,Тухла,83990
60,1,5,НЕ,"град София, Център",1942,2-СТАЕН,Тухла,84999
60,1,5,НЕ,"град София, Център",1942,2-СТАЕН,Тухла,85000
60,3,7,ДА,"град София, Център",2006,2-СТАЕН,Тухла,95000
60,3,7,ДА,"град София, Център",1960,2-СТАЕН,Тухла,105000
60,3,4,ДА,"град София, Център",1978,2-СТАЕН,Тухла,105000
60,1,5,ДА,"град София, Център",1996,2-СТАЕН,Тухла,119990
60,3,4,,"град София, Център",1950,2-СТАЕН,Тухла,123600
60,3,5,ДА,"град София, Център",1950,2-СТАЕН,Тухла,124990
60,3,5,ДА,"град София, Център",1950,2-СТАЕН,Тухла,126990
60,3,5,ДА,"град София, Център",1950,2-СТАЕН,Тухла,126990
60,3,5,,"град София, Център",1985,2-СТАЕН,Тухла,127000
60,4,4,ДА,"град София, Център",1955,2-СТАЕН,Тухла,127000
60,3,5,ДА,"град София, Център",1950,2-СТАЕН,Тухла,127000
60,3,5,ДА,"град София, Център",1950,2-СТАЕН,Тухла,127000
60,0,0,ДА,"град София, Център",1960,2-СТАЕН,Тухла,137000
60,4,4,ДА,"град София, Център",1950,2-СТАЕН,Тухла,140000
60,3,4,ДА,"град София, Център",1990,2-СТАЕН,Тухла,140000
60,1,4,ДА,"град София, Център",1955,2-СТАЕН,Тухла,142000
60,7,8,ДА,"град София, Център",1988,2-СТАЕН,Тухла,260000
60,2,6,ДА,"град София, Яворов",1958,2-СТАЕН,Тухла,90000
60,2,6,ДА,"град София, Дружба 1",1975,3-СТАЕН,Панел,76200
60,3,4,ДА,"град София, Изток",1970,3-СТАЕН,Тухла,119000
60,1,9,ДА,"град София, Надежда 2",1983,3-СТАЕН,Панел,65990
60,1,8,ДА,"град София, Надежда 2",1983,3-СТАЕН,Панел,66000
60,1,9,ДА,"град София, Надежда 2",1983,3-СТАЕН,Панел,69000
60,7,8,ДА,"град София, Света Троица",1970,3-СТАЕН,Панел,88800
60,0,0,,"град София, Център",1987,3-СТАЕН,Тухла,79000
61,2,8,ДА,"град София, Дървеница",1984,2-СТАЕН,Панел,73000
61,3,6,,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,72000
61,3,5,,"град София, Овча купел",2021,2-СТАЕН,Тухла,56300
61,2,5,ДА,"град София, Яворов",2019,2-СТАЕН,Тухла,120000
61,5,7,,"град София, Витоша",2019,2-СТАЕН,Тухла,69700
61,7,9,ДА,"град София, Дианабад",2019,2-СТАЕН,Тухла,76250
61,2,9,ДА,"град София, Дървеница",1980,2-СТАЕН,Панел,72990
61,5,7,ДА,"град София, Дървеница",2020,2-СТАЕН,Тухла,76187
61,5,7,ДА,"град София, Мусагеница",2020,2-СТАЕН,Тухла,76187
61,7,8,ДА,"град София, Овча купел",1990,2-СТАЕН,Панел,58000
61,3,6,Лок.отопл.,"град София, Овча купел",2009,2-СТАЕН,Тухла,75500
61,1,4,НЕ,"град София, Редута",1981,2-СТАЕН,Тухла,68500
61,10,10,,"град София, Хладилника",2018,2-СТАЕН,Тухла,78000
61,6,6,Лок.отопл.,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,125000
61,2,5,ДА,"град София, Овча купел 1",2019,1-СТАЕН,Тухла,58000
61,8,10,Прокарва се,"град София, Полигона",2017,1-СТАЕН,Тухла,78000
61,1,8,ДА,"град София, Борово",1970,2-СТАЕН,Панел,66890
61,1,8,ДА,"град София, Борово",1970,2-СТАЕН,Панел,66900
61,5,6,,"град София, Бояна",2019,2-СТАЕН,Тухла,67100
61,1,6,,"град София, Бояна",2010,2-СТАЕН,Тухла,89000
61,1,5,,"град София, Бъкстон",2020,2-СТАЕН,Тухла,60500
61,1,5,,"град София, Бъкстон",2020,2-СТАЕН,Тухла,60500
61,2,5,,"град София, Бъкстон",2019,2-СТАЕН,Тухла,64400
61,0,0,,"град София, Витоша",2019,2-СТАЕН,Тухла,44630
61,3,4,,"град София, Витоша",2019,2-СТАЕН,Тухла,73200
61,4,7,Лок.отопл.,"град София, Витоша",2019,2-СТАЕН,Тухла,75000
61,3,5,,"град София, Витоша",2009,2-СТАЕН,Тухла,94000
61,3,6,ДА,"град София, Връбница 1",2021,2-СТАЕН,Тухла,51951
61,8,8,ДА,"град София, Връбница 2",2020,2-СТАЕН,Тухла,47580
61,8,9,ДА,"град София, Гео Милев",1970,2-СТАЕН,Тухла,88000
61,4,7,,"град София, Горубляне",2018,2-СТАЕН,Тухла,55990
61,1,4,НЕ,"град София, Драгалевци",2017,2-СТАЕН,Тухла,64887
61,6,6,ДА,"град София, Дружба 1",1975,2-СТАЕН,Панел,65000
61,2,6,,"град София, Дървеница",2019,2-СТАЕН,Тухла,55000
61,2,6,Лок.отопл.,"град София, Дървеница",2018,2-СТАЕН,Тухла,55000
61,2,6,,"град София, Дървеница",2019,2-СТАЕН,Тухла,66000
61,2,8,ДА,"град София, Дървеница",1986,2-СТАЕН,Панел,72990
61,5,7,ДА,"град София, Дървеница",2019,2-СТАЕН,Тухла,76187
61,7,7,ДА,"град София, Дървеница",1986,2-СТАЕН,Панел,79000
61,6,7,,"град София, Зона Б-18",2019,2-СТАЕН,Тухла,63540
61,4,6,,"град София, Зона Б-5",2019,2-СТАЕН,Тухла,63550
61,6,8,ДА,"град София, Красна поляна 1",1980,2-СТАЕН,Панел,67000
61,2,8,НЕ,"град София, Красна поляна 1",1985,2-СТАЕН,Панел,72000
61,2,8,Лок.отопл.,"град София, Красна поляна 2",1985,2-СТАЕН,Панел,71990
61,3,5,,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,62800
61,3,5,Лок.отопл.,"град София, Кръстова вада",2018,2-СТАЕН,Тухла,64800
61,2,8,Лок.отопл.,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,65302
61,2,9,,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,65302
61,1,7,Лок.отопл.,"град София, Кръстова вада",2021,2-СТАЕН,Тухла,66500
61,3,6,,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,67100
61,2,5,,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,71900
61,4,6,,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,72000
61,2,6,Лок.отопл.,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,72960
61,3,6,,"град София, Кръстова вада",2019,2-СТАЕН,Тухла,72960
61,5,8,,"град София, Кръстова вада",2020,2-СТАЕН,Тухла,73000
61,7,7,ДА,"град София, Лагера",2020,2-СТАЕН,Тухла,70150
61,4,5,НЕ,"град София, Лозенец",1991,2-СТАЕН,Тухла,99900
61,1,5,НЕ,"град София, Люлин - център",2020,2-СТАЕН,Тухла,51850
61,2,6,,"град София, Люлин - център",2020,2-СТАЕН,Тухла,51979
61,13,15,,"град София, Люлин 10",1987,2-СТАЕН,ЕПК,75000
61,3,7,ДА,"град София, Люлин 2",2019,2-СТАЕН,Тухла,56415
61,4,7,ДА,"град София, Люлин 2",2019,2-СТАЕН,Тухла,56415
61,2,7,ДА,"град София, Люлин 2",2019,2-СТАЕН,Тухла,56415
61,14,14,ДА,"град София, Люлин 3",1991,2-СТАЕН,ЕПК,75000
61,3,9,ДА,"град София, Люлин 6",2020,2-СТАЕН,Тухла,52650
61,3,8,ДА,"град София, Люлин 9",1982,2-СТАЕН,Панел,62800
61,6,6,НЕ,"град София, Малинова долина",2021,2-СТАЕН,Тухла,45980
61,2,6,Лок.отопл.,"град София, Малинова долина",2020,2-СТАЕН,Тухла,53700
61,3,6,,"град София, Малинова долина",2020,2-СТАЕН,Тухла,59999
61,2,4,ДА,"град София, Манастирски ливади",2020,2-СТАЕН,Тухла,60500
61,3,7,НЕ,"град София, Манастирски ливади",2018,2-СТАЕН,Тухла,68409
61,2,5,,"град София, Манастирски ливади",2018,2-СТАЕН,Тухла,69000
61,2,5,,"град София, Манастирски ливади",2011,2-СТАЕН,Тухла,73500
61,3,7,,"град София, Манастирски ливади",2018,2-СТАЕН,Тухла,87134
61,3,7,ДА,"град София, Медицинска академия",1966,2-СТАЕН,Тухла,114900
61,3,7,ДА,"град София, Медицинска академия",1966,2-СТАЕН,Тухла,115000
61,3,7,ДА,"град София, Медицинска академия",1966,2-СТАЕН,Тухла,117000
61,3,7,ДА,"град София, Медицинска академия",1966,2-СТАЕН,Тухла,118000
61,2,7,,"град София, Медицинска академия",1963,2-СТАЕН,Тухла,129000
61,6,8,ДА,"град София, Младост 1А",1985,2-СТАЕН,Панел,83000
61,2,7,,"град София, Младост 4",2021,2-СТАЕН,Тухла,72700
61,6,6,Лок.отопл.,"град София, Модерно предградие",2020,2-СТАЕН,Тухла,41693
61,2,8,ДА,"град София, Мусагеница",1986,2-СТАЕН,Панел,72990
61,1,6,ДА,"град София, Мусагеница",2019,2-СТАЕН,Тухла,76462
61,6,8,,"град София, Надежда 1",1986,2-СТАЕН,Панел,57990
61,7,8,ДА,"град София, Надежда 2",1986,2-СТАЕН,Панел,58000
61,4,6,,"град София, Надежда 4",2021,2-СТАЕН,Тухла,50098
61,6,7,ДА,"град София, Обеля 2",2019,2-СТАЕН,Тухла,43300
61,9,16,НЕ,"град София, Обеля 2",1990,2-СТАЕН,ЕПК,61000
61,0,0,НЕ,"град София, Овча купел",2017,2-СТАЕН,Тухла,57950
61,2,5,,"град София, Павлово",2010,2-СТАЕН,Тухла,48698
61,2,5,,"град София, Павлово",2019,2-СТАЕН,Тухла,58850
61,2,5,Лок.отопл.,"град София, Павлово",2019,2-СТАЕН,Тухла,58870
61,1,5,НЕ,"град София, Павлово",2019,2-СТАЕН,Тухла,64399
61,2,6,,"град София, Павлово",2019,2-СТАЕН,Тухла,64400
61,1,5,Лок.отопл.,"град София, Павлово",2019,2-СТАЕН,Тухла,64400
61,1,5,Лок.отопл.,"град София, Павлово",2020,2-СТАЕН,Тухла,64400
61,4,5,,"град София, Павлово",2019,2-СТАЕН,Тухла,66950
61,3,6,Лок.отопл.,"град София, Павлово",2009,2-СТАЕН,Тухла,75500
61,3,5,НЕ,"град София, Редута",2020,2-СТАЕН,Тухла,71000
61,2,16,ДА,"град София, Света Троица",2019,2-СТАЕН,Тухла,62000
61,6,6,ДА,"град София, Свобода",1967,2-СТАЕН,Панел,55000
61,6,6,ДА,"град София, Свобода",1970,2-СТАЕН,Панел,55000
61,2,8,ДА,"град София, Слатина",2019,2-СТАЕН,Тухла,82300
61,0,0,,"град София, Студентски град",2019,2-СТАЕН,Тухла,42700
61,1,6,ДА,"град София, Студентски град",2017,2-СТАЕН,Тухла,49500
61,1,4,Лок.отопл.,"град София, Студентски град",2018,2-СТАЕН,Тухла,54900
61,3,4,Лок.отопл.,"град София, Студентски град",2018,2-СТАЕН,Тухла,59900
61,4,6,НЕ,"град София, Студентски град",2019,2-СТАЕН,Тухла,61000
61,6,8,ДА,"град София, Студентски град",2019,2-СТАЕН,Тухла,64000
61,6,8,ДА,"град София, Студентски град",2018,2-СТАЕН,Тухла,67000
61,7,17,НЕ,"град София, Студентски град",2018,2-СТАЕН,Тухла,74999
61,3,6,,"град София, Студентски град",2019,2-СТАЕН,Тухла,75000
61,5,6,ДА,"град София, Студентски град",2014,2-СТАЕН,Тухла,83490
61,4,8,ДА,"град София, Сухата река",1980,2-СТАЕН,Панел,59750
61,5,6,Прокарва се,"град София, Толстой",2014,2-СТАЕН,Тухла,64800
61,5,8,ДА,"град София, Фондови жилища",1980,2-СТАЕН,Панел,59300
61,6,6,ДА,"град София, Хаджи Димитър",1970,2-СТАЕН,Панел,68000
61,3,6,,"град София, Хаджи Димитър",2019,2-СТАЕН,Тухла,68200
61,2,7,ДА,"град София, Хиподрума",2020,2-СТАЕН,Тухла,71400
61,4,7,ДА,"град София, Хиподрума",1966,2-СТАЕН,Тухла,118000
61,1,4,ДА,"град София, Център",1965,2-СТАЕН,Тухла,101900
61,3,7,ДА,"град София, Център",1966,2-СТАЕН,Тухла,114800
61,0,0,ДА,"град София, Център",1962,2-СТАЕН,Тухла,137000
61,1,4,ДА,"град София, Център",1960,2-СТАЕН,Тухла,148000
61,2,5,ДА,"град София, Яворов",2019,2-СТАЕН,Тухла,120000
61,2,6,ДА,"град София, Яворов",2019,2-СТАЕН,Тухла,120000
61,2,6,ДА,"град София, Яворов",2019,2-СТАЕН,Тухла,120000
61,2,5,НЕ,"град София, Яворов",2018,2-СТАЕН,Тухла,128300
61,2,5,ДА,"град София, Яворов",2019,2-СТАЕН,Тухла,131451
61,5,6,,"град София, м-т Гърдова глава",2018,2-СТАЕН,Тухла,61000
61,4,6,Лок.отопл.,"град София, м-т Гърдова глава",2019,2-СТАЕН,Тухла,66000
61,5,6,ДА,"град София, Гоце Делчев",1970,3-СТАЕН,Панел,89000
61,3,7,ДА,"град София, Медицинска академия",1966,3-СТАЕН,Тухла,114900
61,2,6,ДА,"град София, Медицинска академия",1963,3-СТАЕН,Тухла,129000
62,3,4,,"град София, Дървеница",2018,2-СТАЕН,Тухла,85655
62,5,5,ДА,"град София, Западен парк",1953,2-СТАЕН,Тухла,80000
62,3,6,ДА,"град София, Младост 4",2018,2-СТАЕН,Тухла,110000
